,Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
2519,IDCJAC0009,70351,2014,11,24,0.2,1.0,N
2520,IDCJAC0009,70351,2014,11,25,5.6,1.0,N
2521,IDCJAC0009,70351,2014,11,26,0.0,1.0,N
2522,IDCJAC0009,70351,2014,11,27,0.0,1.0,N
2523,IDCJAC0009,70351,2014,11,28,0.0,1.0,N
2524,IDCJAC0009,70351,2014,11,29,0.0,1.0,N
2525,IDCJAC0009,70351,2014,11,30,0.2,1.0,N
2526,IDCJAC0009,70351,2014,12,1,4.0,1.0,N
2527,IDCJAC0009,70351,2014,12,2,0.8,1.0,N
2528,IDCJAC0009,70351,2014,12,3,0.0,1.0,N
2529,IDCJAC0009,70351,2014,12,4,19.6,1.0,N
2530,IDCJAC0009,70351,2014,12,5,6.0,1.0,N
2531,IDCJAC0009,70351,2014,12,6,0.0,1.0,N
2532,IDCJAC0009,70351,2014,12,7,42.4,1.0,N
2533,IDCJAC0009,70351,2014,12,8,0.0,1.0,N
2534,IDCJAC0009,70351,2014,12,9,0.0,1.0,N
2535,IDCJAC0009,70351,2014,12,10,0.0,1.0,N
2536,IDCJAC0009,70351,2014,12,11,10.6,1.0,N
2537,IDCJAC0009,70351,2014,12,12,1.4,1.0,N
2538,IDCJAC0009,70351,2014,12,13,0.0,1.0,N
2539,IDCJAC0009,70351,2014,12,14,0.0,1.0,N
2540,IDCJAC0009,70351,2014,12,15,0.0,1.0,N
2541,IDCJAC0009,70351,2014,12,16,1.6,1.0,N
2542,IDCJAC0009,70351,2014,12,17,1.2,1.0,N
2543,IDCJAC0009,70351,2014,12,18,0.0,1.0,N
2544,IDCJAC0009,70351,2014,12,19,0.0,1.0,N
2545,IDCJAC0009,70351,2014,12,20,0.0,1.0,N
2546,IDCJAC0009,70351,2014,12,21,0.0,1.0,N
2547,IDCJAC0009,70351,2014,12,22,0.0,1.0,N
2548,IDCJAC0009,70351,2014,12,23,5.2,1.0,N
2549,IDCJAC0009,70351,2014,12,24,3.6,1.0,N
2550,IDCJAC0009,70351,2014,12,25,0.6,1.0,N
2551,IDCJAC0009,70351,2014,12,26,4.8,1.0,N
2552,IDCJAC0009,70351,2014,12,27,0.2,1.0,N
2553,IDCJAC0009,70351,2014,12,28,0.0,1.0,N
2554,IDCJAC0009,70351,2014,12,29,0.0,1.0,N
2555,IDCJAC0009,70351,2014,12,30,0.0,1.0,N
2556,IDCJAC0009,70351,2014,12,31,0.0,1.0,N
2557,IDCJAC0009,70351,2015,1,1,0.0,1.0,N
2558,IDCJAC0009,70351,2015,1,2,0.0,1.0,N
2559,IDCJAC0009,70351,2015,1,3,0.0,1.0,N
2560,IDCJAC0009,70351,2015,1,4,0.0,1.0,N
2561,IDCJAC0009,70351,2015,1,5,5.0,1.0,N
2562,IDCJAC0009,70351,2015,1,6,2.4,1.0,N
2563,IDCJAC0009,70351,2015,1,7,0.0,1.0,N
2564,IDCJAC0009,70351,2015,1,8,0.0,1.0,N
2565,IDCJAC0009,70351,2015,1,9,10.4,1.0,N
2566,IDCJAC0009,70351,2015,1,10,6.2,1.0,N
2567,IDCJAC0009,70351,2015,1,11,43.0,1.0,N
2568,IDCJAC0009,70351,2015,1,12,2.2,1.0,N
2569,IDCJAC0009,70351,2015,1,13,0.0,1.0,N
2570,IDCJAC0009,70351,2015,1,14,15.8,1.0,N
2571,IDCJAC0009,70351,2015,1,15,0.0,1.0,N
2572,IDCJAC0009,70351,2015,1,16,0.0,1.0,N
2573,IDCJAC0009,70351,2015,1,17,0.0,1.0,N
2574,IDCJAC0009,70351,2015,1,18,0.0,1.0,N
2575,IDCJAC0009,70351,2015,1,19,0.0,1.0,N
2576,IDCJAC0009,70351,2015,1,20,0.0,1.0,N
2577,IDCJAC0009,70351,2015,1,21,0.0,1.0,N
2578,IDCJAC0009,70351,2015,1,22,9.4,1.0,N
2579,IDCJAC0009,70351,2015,1,23,0.0,1.0,N
2580,IDCJAC0009,70351,2015,1,24,0.0,1.0,N
2581,IDCJAC0009,70351,2015,1,25,2.6,1.0,N
2582,IDCJAC0009,70351,2015,1,26,0.0,1.0,N
2583,IDCJAC0009,70351,2015,1,27,0.0,1.0,N
2584,IDCJAC0009,70351,2015,1,28,0.0,1.0,N
2585,IDCJAC0009,70351,2015,1,29,0.0,1.0,N
2586,IDCJAC0009,70351,2015,1,30,0.0,1.0,N
2587,IDCJAC0009,70351,2015,1,31,0.0,1.0,N
2588,IDCJAC0009,70351,2015,2,1,0.2,1.0,N
2589,IDCJAC0009,70351,2015,2,2,12.6,1.0,N
2590,IDCJAC0009,70351,2015,2,3,0.2,1.0,N
2591,IDCJAC0009,70351,2015,2,4,0.0,1.0,N
2592,IDCJAC0009,70351,2015,2,5,0.0,1.0,N
2593,IDCJAC0009,70351,2015,2,6,0.0,1.0,N
2594,IDCJAC0009,70351,2015,2,7,0.0,1.0,N
2595,IDCJAC0009,70351,2015,2,8,0.0,1.0,N
2596,IDCJAC0009,70351,2015,2,9,0.0,1.0,N
2597,IDCJAC0009,70351,2015,2,10,0.0,1.0,N
2598,IDCJAC0009,70351,2015,2,11,0.0,1.0,N
2599,IDCJAC0009,70351,2015,2,12,0.0,1.0,N
2600,IDCJAC0009,70351,2015,2,13,0.2,1.0,N
2601,IDCJAC0009,70351,2015,2,14,0.0,1.0,N
2602,IDCJAC0009,70351,2015,2,15,2.0,1.0,N
2603,IDCJAC0009,70351,2015,2,16,0.0,1.0,N
2604,IDCJAC0009,70351,2015,2,17,0.0,1.0,N
2605,IDCJAC0009,70351,2015,2,18,0.0,1.0,N
2606,IDCJAC0009,70351,2015,2,19,0.0,1.0,N
2607,IDCJAC0009,70351,2015,2,20,0.0,1.0,N
2608,IDCJAC0009,70351,2015,2,21,0.0,1.0,N
2609,IDCJAC0009,70351,2015,2,22,0.0,1.0,N
2610,IDCJAC0009,70351,2015,2,23,0.0,1.0,N
2611,IDCJAC0009,70351,2015,2,24,13.4,1.0,N
2612,IDCJAC0009,70351,2015,2,25,0.2,1.0,N
2613,IDCJAC0009,70351,2015,2,26,0.0,1.0,N
2614,IDCJAC0009,70351,2015,2,27,1.2,1.0,N
2615,IDCJAC0009,70351,2015,2,28,0.2,1.0,N
2616,IDCJAC0009,70351,2015,3,1,0.0,1.0,N
2619,IDCJAC0009,70351,2015,3,4,0.0,1.0,N
2620,IDCJAC0009,70351,2015,3,5,0.0,1.0,N
2621,IDCJAC0009,70351,2015,3,6,0.0,1.0,N
2622,IDCJAC0009,70351,2015,3,7,0.0,1.0,N
2623,IDCJAC0009,70351,2015,3,8,0.0,1.0,N
2624,IDCJAC0009,70351,2015,3,9,0.0,1.0,N
2625,IDCJAC0009,70351,2015,3,10,0.0,1.0,N
2626,IDCJAC0009,70351,2015,3,11,0.0,1.0,N
2627,IDCJAC0009,70351,2015,3,12,0.0,1.0,N
2628,IDCJAC0009,70351,2015,3,13,0.0,1.0,N
2629,IDCJAC0009,70351,2015,3,14,0.0,1.0,N
2630,IDCJAC0009,70351,2015,3,15,0.0,1.0,N
2631,IDCJAC0009,70351,2015,3,16,0.0,1.0,N
2632,IDCJAC0009,70351,2015,3,17,0.0,1.0,N
2633,IDCJAC0009,70351,2015,3,18,3.8,1.0,N
2634,IDCJAC0009,70351,2015,3,19,0.4,1.0,N
2635,IDCJAC0009,70351,2015,3,20,0.0,1.0,N
2636,IDCJAC0009,70351,2015,3,21,0.0,1.0,N
2637,IDCJAC0009,70351,2015,3,22,0.0,1.0,N
2638,IDCJAC0009,70351,2015,3,23,0.0,1.0,N
2639,IDCJAC0009,70351,2015,3,24,7.8,1.0,N
2640,IDCJAC0009,70351,2015,3,25,0.4,1.0,N
2641,IDCJAC0009,70351,2015,3,26,0.0,1.0,N
2642,IDCJAC0009,70351,2015,3,27,0.0,1.0,N
2643,IDCJAC0009,70351,2015,3,28,0.0,1.0,N
2644,IDCJAC0009,70351,2015,3,29,0.0,1.0,N
2645,IDCJAC0009,70351,2015,3,30,0.0,1.0,N
2646,IDCJAC0009,70351,2015,3,31,0.0,1.0,N
2647,IDCJAC0009,70351,2015,4,1,0.0,1.0,N
2648,IDCJAC0009,70351,2015,4,2,0.0,1.0,N
2649,IDCJAC0009,70351,2015,4,3,0.0,1.0,N
2650,IDCJAC0009,70351,2015,4,4,0.0,1.0,N
2651,IDCJAC0009,70351,2015,4,5,0.0,1.0,N
2652,IDCJAC0009,70351,2015,4,6,0.4,1.0,N
2653,IDCJAC0009,70351,2015,4,7,15.6,1.0,N
2654,IDCJAC0009,70351,2015,4,8,53.2,1.0,N
2655,IDCJAC0009,70351,2015,4,9,0.0,1.0,N
2656,IDCJAC0009,70351,2015,4,10,0.0,1.0,N
2657,IDCJAC0009,70351,2015,4,11,0.0,1.0,N
2658,IDCJAC0009,70351,2015,4,12,0.0,1.0,N
2659,IDCJAC0009,70351,2015,4,13,0.0,1.0,N
2660,IDCJAC0009,70351,2015,4,14,0.0,1.0,N
2661,IDCJAC0009,70351,2015,4,15,0.0,1.0,N
2662,IDCJAC0009,70351,2015,4,16,1.6,1.0,N
2663,IDCJAC0009,70351,2015,4,17,5.6,1.0,N
2664,IDCJAC0009,70351,2015,4,18,5.4,1.0,N
2665,IDCJAC0009,70351,2015,4,19,5.2,1.0,N
2666,IDCJAC0009,70351,2015,4,20,2.2,1.0,N
2667,IDCJAC0009,70351,2015,4,21,0.0,1.0,N
2668,IDCJAC0009,70351,2015,4,22,0.0,1.0,N
2669,IDCJAC0009,70351,2015,4,23,0.2,1.0,N
2670,IDCJAC0009,70351,2015,4,24,0.4,1.0,N
2671,IDCJAC0009,70351,2015,4,25,0.0,1.0,N
2672,IDCJAC0009,70351,2015,4,26,2.0,1.0,N
2673,IDCJAC0009,70351,2015,4,27,0.0,1.0,N
2674,IDCJAC0009,70351,2015,4,28,0.0,1.0,N
2675,IDCJAC0009,70351,2015,4,29,0.0,1.0,N
2676,IDCJAC0009,70351,2015,4,30,0.0,1.0,N
2677,IDCJAC0009,70351,2015,5,1,0.0,1.0,N
2678,IDCJAC0009,70351,2015,5,2,0.0,1.0,N
2679,IDCJAC0009,70351,2015,5,3,0.0,1.0,N
2680,IDCJAC0009,70351,2015,5,4,0.0,1.0,N
2681,IDCJAC0009,70351,2015,5,5,0.0,1.0,N
2682,IDCJAC0009,70351,2015,5,6,0.0,1.0,N
2683,IDCJAC0009,70351,2015,5,7,0.0,1.0,N
2684,IDCJAC0009,70351,2015,5,8,0.0,1.0,N
2685,IDCJAC0009,70351,2015,5,9,0.0,1.0,N
2686,IDCJAC0009,70351,2015,5,10,0.0,1.0,N
2687,IDCJAC0009,70351,2015,5,11,2.0,1.0,N
2688,IDCJAC0009,70351,2015,5,12,0.0,1.0,Y
2689,IDCJAC0009,70351,2015,5,13,0.0,1.0,N
2690,IDCJAC0009,70351,2015,5,14,0.0,1.0,N
2691,IDCJAC0009,70351,2015,5,15,0.0,1.0,N
2692,IDCJAC0009,70351,2015,5,16,0.0,1.0,N
2693,IDCJAC0009,70351,2015,5,17,0.0,1.0,N
2694,IDCJAC0009,70351,2015,5,18,0.0,1.0,N
2695,IDCJAC0009,70351,2015,5,19,0.0,1.0,N
2696,IDCJAC0009,70351,2015,5,20,9.4,1.0,Y
2697,IDCJAC0009,70351,2015,5,21,0.0,1.0,N
2698,IDCJAC0009,70351,2015,5,22,0.6,1.0,N
2699,IDCJAC0009,70351,2015,5,23,0.0,1.0,N
2700,IDCJAC0009,70351,2015,5,24,0.0,1.0,N
2701,IDCJAC0009,70351,2015,5,25,0.0,1.0,N
2702,IDCJAC0009,70351,2015,5,26,0.2,1.0,N
2703,IDCJAC0009,70351,2015,5,27,0.0,1.0,N
2704,IDCJAC0009,70351,2015,5,28,0.0,1.0,N
2705,IDCJAC0009,70351,2015,5,29,0.0,1.0,N
2706,IDCJAC0009,70351,2015,5,30,0.0,1.0,N
2707,IDCJAC0009,70351,2015,5,31,0.0,1.0,N
2708,IDCJAC0009,70351,2015,6,1,1.2,1.0,N
2709,IDCJAC0009,70351,2015,6,2,0.0,1.0,N
2710,IDCJAC0009,70351,2015,6,3,0.0,1.0,N
2711,IDCJAC0009,70351,2015,6,4,0.0,1.0,N
2712,IDCJAC0009,70351,2015,6,5,1.0,1.0,N
2713,IDCJAC0009,70351,2015,6,6,0.0,1.0,N
2714,IDCJAC0009,70351,2015,6,7,0.2,1.0,N
2715,IDCJAC0009,70351,2015,6,8,0.0,1.0,N
2716,IDCJAC0009,70351,2015,6,9,0.0,1.0,N
2717,IDCJAC0009,70351,2015,6,10,0.0,1.0,N
2718,IDCJAC0009,70351,2015,6,11,0.0,1.0,N
2719,IDCJAC0009,70351,2015,6,12,0.0,1.0,N
2720,IDCJAC0009,70351,2015,6,13,0.0,1.0,N
2721,IDCJAC0009,70351,2015,6,14,0.2,1.0,N
2722,IDCJAC0009,70351,2015,6,15,0.0,1.0,N
2723,IDCJAC0009,70351,2015,6,16,6.4,1.0,N
2724,IDCJAC0009,70351,2015,6,17,23.0,1.0,N
2725,IDCJAC0009,70351,2015,6,18,17.0,1.0,N
2726,IDCJAC0009,70351,2015,6,19,5.6,1.0,N
2727,IDCJAC0009,70351,2015,6,20,0.2,1.0,N
2728,IDCJAC0009,70351,2015,6,21,0.0,1.0,N
2729,IDCJAC0009,70351,2015,6,22,0.0,1.0,N
2730,IDCJAC0009,70351,2015,6,23,0.0,1.0,N
2731,IDCJAC0009,70351,2015,6,24,0.0,1.0,N
2732,IDCJAC0009,70351,2015,6,25,0.2,1.0,N
2733,IDCJAC0009,70351,2015,6,26,0.0,1.0,N
2734,IDCJAC0009,70351,2015,6,27,0.0,1.0,N
2735,IDCJAC0009,70351,2015,6,28,0.0,1.0,N
2736,IDCJAC0009,70351,2015,6,29,0.2,1.0,N
2737,IDCJAC0009,70351,2015,6,30,0.0,1.0,N
2738,IDCJAC0009,70351,2015,7,1,0.0,1.0,N
2739,IDCJAC0009,70351,2015,7,2,0.0,1.0,N
2740,IDCJAC0009,70351,2015,7,3,0.0,1.0,N
2741,IDCJAC0009,70351,2015,7,4,0.2,1.0,N
2742,IDCJAC0009,70351,2015,7,5,0.0,1.0,N
2743,IDCJAC0009,70351,2015,7,6,0.2,1.0,N
2744,IDCJAC0009,70351,2015,7,7,0.0,1.0,N
2745,IDCJAC0009,70351,2015,7,8,0.0,1.0,N
2746,IDCJAC0009,70351,2015,7,9,0.0,1.0,N
2747,IDCJAC0009,70351,2015,7,10,2.6,1.0,N
2748,IDCJAC0009,70351,2015,7,11,7.2,1.0,N
2749,IDCJAC0009,70351,2015,7,12,10.2,1.0,N
2750,IDCJAC0009,70351,2015,7,13,1.4,1.0,N
2751,IDCJAC0009,70351,2015,7,14,0.0,1.0,N
2752,IDCJAC0009,70351,2015,7,15,0.0,1.0,N
2753,IDCJAC0009,70351,2015,7,16,3.2,1.0,N
2754,IDCJAC0009,70351,2015,7,17,0.4,1.0,N
2755,IDCJAC0009,70351,2015,7,18,0.2,1.0,N
2756,IDCJAC0009,70351,2015,7,19,0.0,1.0,N
2757,IDCJAC0009,70351,2015,7,20,0.2,1.0,N
2758,IDCJAC0009,70351,2015,7,21,0.0,1.0,N
2759,IDCJAC0009,70351,2015,7,22,0.2,1.0,N
2760,IDCJAC0009,70351,2015,7,23,6.6,1.0,N
2761,IDCJAC0009,70351,2015,7,24,2.2,1.0,N
2762,IDCJAC0009,70351,2015,7,25,2.4,1.0,N
2763,IDCJAC0009,70351,2015,7,26,0.0,1.0,N
2764,IDCJAC0009,70351,2015,7,27,0.0,1.0,N
2765,IDCJAC0009,70351,2015,7,28,0.0,1.0,N
2766,IDCJAC0009,70351,2015,7,29,0.0,1.0,N
2767,IDCJAC0009,70351,2015,7,30,0.0,1.0,N
2768,IDCJAC0009,70351,2015,7,31,0.0,1.0,N
2769,IDCJAC0009,70351,2015,8,1,0.0,1.0,N
2770,IDCJAC0009,70351,2015,8,2,31.4,1.0,N
2771,IDCJAC0009,70351,2015,8,3,1.2,1.0,N
2772,IDCJAC0009,70351,2015,8,4,0.0,1.0,N
2773,IDCJAC0009,70351,2015,8,5,0.0,1.0,N
2774,IDCJAC0009,70351,2015,8,6,0.0,1.0,N
2775,IDCJAC0009,70351,2015,8,7,0.0,1.0,N
2776,IDCJAC0009,70351,2015,8,8,0.2,1.0,N
2777,IDCJAC0009,70351,2015,8,9,0.0,1.0,N
2778,IDCJAC0009,70351,2015,8,10,0.0,1.0,N
2779,IDCJAC0009,70351,2015,8,11,0.0,1.0,N
2781,IDCJAC0009,70351,2015,8,13,4.0,1.0,N
2782,IDCJAC0009,70351,2015,8,14,0.0,1.0,N
2783,IDCJAC0009,70351,2015,8,15,0.0,1.0,N
2784,IDCJAC0009,70351,2015,8,16,0.0,1.0,N
2785,IDCJAC0009,70351,2015,8,17,0.0,1.0,N
2786,IDCJAC0009,70351,2015,8,18,0.0,1.0,N
2787,IDCJAC0009,70351,2015,8,19,0.0,1.0,N
2788,IDCJAC0009,70351,2015,8,20,0.2,1.0,N
2789,IDCJAC0009,70351,2015,8,21,0.0,1.0,N
2790,IDCJAC0009,70351,2015,8,22,1.4,1.0,N
2791,IDCJAC0009,70351,2015,8,23,0.2,1.0,N
2792,IDCJAC0009,70351,2015,8,24,0.0,1.0,N
2793,IDCJAC0009,70351,2015,8,25,22.6,1.0,N
2794,IDCJAC0009,70351,2015,8,26,2.6,1.0,N
2795,IDCJAC0009,70351,2015,8,27,1.2,1.0,N
2796,IDCJAC0009,70351,2015,8,28,0.0,1.0,N
2797,IDCJAC0009,70351,2015,8,29,1.8,1.0,N
2798,IDCJAC0009,70351,2015,8,30,0.0,1.0,N
2799,IDCJAC0009,70351,2015,8,31,0.0,1.0,N
2800,IDCJAC0009,70351,2015,9,1,0.0,1.0,N
2801,IDCJAC0009,70351,2015,9,2,0.0,1.0,N
2802,IDCJAC0009,70351,2015,9,3,7.6,1.0,N
2803,IDCJAC0009,70351,2015,9,4,5.0,1.0,N
2804,IDCJAC0009,70351,2015,9,5,0.0,1.0,N
2805,IDCJAC0009,70351,2015,9,6,0.0,1.0,N
2806,IDCJAC0009,70351,2015,9,7,0.0,1.0,N
2807,IDCJAC0009,70351,2015,9,8,0.0,1.0,N
2808,IDCJAC0009,70351,2015,9,9,0.0,1.0,N
2809,IDCJAC0009,70351,2015,9,10,0.0,1.0,N
2810,IDCJAC0009,70351,2015,9,11,0.0,1.0,N
2811,IDCJAC0009,70351,2015,9,12,0.0,1.0,N
2812,IDCJAC0009,70351,2015,9,13,0.0,1.0,N
2813,IDCJAC0009,70351,2015,9,14,0.0,1.0,N
2814,IDCJAC0009,70351,2015,9,15,0.0,1.0,N
2815,IDCJAC0009,70351,2015,9,16,0.0,1.0,N
2816,IDCJAC0009,70351,2015,9,17,0.0,1.0,N
2817,IDCJAC0009,70351,2015,9,18,0.0,1.0,N
2818,IDCJAC0009,70351,2015,9,19,0.0,1.0,N
2819,IDCJAC0009,70351,2015,9,20,0.0,1.0,N
2820,IDCJAC0009,70351,2015,9,21,0.0,1.0,N
2821,IDCJAC0009,70351,2015,9,22,1.0,1.0,N
2822,IDCJAC0009,70351,2015,9,23,0.0,1.0,N
2823,IDCJAC0009,70351,2015,9,24,0.0,1.0,N
2824,IDCJAC0009,70351,2015,9,25,0.0,1.0,N
2825,IDCJAC0009,70351,2015,9,26,0.0,1.0,N
2826,IDCJAC0009,70351,2015,9,27,0.0,1.0,N
2827,IDCJAC0009,70351,2015,9,28,0.0,1.0,N
2828,IDCJAC0009,70351,2015,9,29,0.0,1.0,N
2829,IDCJAC0009,70351,2015,9,30,0.0,1.0,N
2830,IDCJAC0009,70351,2015,10,1,0.0,1.0,N
2831,IDCJAC0009,70351,2015,10,2,0.0,1.0,N
2832,IDCJAC0009,70351,2015,10,3,0.0,1.0,N
2833,IDCJAC0009,70351,2015,10,4,0.0,1.0,N
2834,IDCJAC0009,70351,2015,10,5,0.0,1.0,N
2835,IDCJAC0009,70351,2015,10,6,0.0,1.0,N
2836,IDCJAC0009,70351,2015,10,7,0.0,1.0,N
2837,IDCJAC0009,70351,2015,10,8,0.0,1.0,N
2838,IDCJAC0009,70351,2015,10,9,0.2,1.0,N
2839,IDCJAC0009,70351,2015,10,10,8.6,1.0,N
2840,IDCJAC0009,70351,2015,10,11,0.0,1.0,N
2841,IDCJAC0009,70351,2015,10,12,0.0,1.0,N
2842,IDCJAC0009,70351,2015,10,13,0.0,1.0,N
2843,IDCJAC0009,70351,2015,10,14,0.0,1.0,N
2844,IDCJAC0009,70351,2015,10,15,0.0,1.0,N
2845,IDCJAC0009,70351,2015,10,16,0.0,1.0,N
2846,IDCJAC0009,70351,2015,10,17,0.0,1.0,N
2847,IDCJAC0009,70351,2015,10,18,1.8,1.0,N
2848,IDCJAC0009,70351,2015,10,19,0.2,1.0,N
2849,IDCJAC0009,70351,2015,10,20,0.0,1.0,N
2850,IDCJAC0009,70351,2015,10,21,2.6,1.0,N
2851,IDCJAC0009,70351,2015,10,22,13.0,1.0,N
2852,IDCJAC0009,70351,2015,10,23,0.2,1.0,N
2853,IDCJAC0009,70351,2015,10,24,0.0,1.0,N
2854,IDCJAC0009,70351,2015,10,25,0.0,1.0,N
2856,IDCJAC0009,70351,2015,10,27,0.0,1.0,N
2857,IDCJAC0009,70351,2015,10,28,0.0,1.0,N
2858,IDCJAC0009,70351,2015,10,29,0.0,1.0,N
2859,IDCJAC0009,70351,2015,10,30,0.0,1.0,N
2860,IDCJAC0009,70351,2015,10,31,0.0,1.0,N
2861,IDCJAC0009,70351,2015,11,1,2.2,1.0,N
2862,IDCJAC0009,70351,2015,11,2,19.4,1.0,N
2863,IDCJAC0009,70351,2015,11,3,0.0,1.0,N
2864,IDCJAC0009,70351,2015,11,4,0.0,1.0,N
2865,IDCJAC0009,70351,2015,11,5,2.2,1.0,N
2866,IDCJAC0009,70351,2015,11,6,14.2,1.0,N
2867,IDCJAC0009,70351,2015,11,7,0.0,1.0,N
2868,IDCJAC0009,70351,2015,11,8,0.6,1.0,N
2869,IDCJAC0009,70351,2015,11,9,0.0,1.0,N
2870,IDCJAC0009,70351,2015,11,10,0.0,1.0,N
2871,IDCJAC0009,70351,2015,11,11,0.0,1.0,N
2872,IDCJAC0009,70351,2015,11,12,9.4,1.0,N
2873,IDCJAC0009,70351,2015,11,13,9.6,1.0,N
2874,IDCJAC0009,70351,2015,11,14,8.8,1.0,N
2875,IDCJAC0009,70351,2015,11,15,1.2,1.0,N
2876,IDCJAC0009,70351,2015,11,16,0.0,1.0,N
2877,IDCJAC0009,70351,2015,11,17,0.0,1.0,N
2878,IDCJAC0009,70351,2015,11,18,0.0,1.0,N
2879,IDCJAC0009,70351,2015,11,19,0.0,1.0,N
2880,IDCJAC0009,70351,2015,11,20,0.0,1.0,N
2881,IDCJAC0009,70351,2015,11,21,0.0,1.0,N
2882,IDCJAC0009,70351,2015,11,22,0.0,1.0,N
2883,IDCJAC0009,70351,2015,11,23,0.0,1.0,N
2884,IDCJAC0009,70351,2015,11,24,0.0,1.0,N
2885,IDCJAC0009,70351,2015,11,25,0.0,1.0,N
2886,IDCJAC0009,70351,2015,11,26,0.0,1.0,N
2887,IDCJAC0009,70351,2015,11,27,0.0,1.0,N
2888,IDCJAC0009,70351,2015,11,28,0.0,1.0,N
2889,IDCJAC0009,70351,2015,11,29,0.0,1.0,N
2890,IDCJAC0009,70351,2015,11,30,0.0,1.0,N
2891,IDCJAC0009,70351,2015,12,1,0.0,1.0,N
2892,IDCJAC0009,70351,2015,12,2,1.4,1.0,N
2893,IDCJAC0009,70351,2015,12,3,0.0,1.0,N
2894,IDCJAC0009,70351,2015,12,4,0.0,1.0,N
2895,IDCJAC0009,70351,2015,12,5,0.0,1.0,N
2896,IDCJAC0009,70351,2015,12,6,0.0,1.0,N
2897,IDCJAC0009,70351,2015,12,7,0.0,1.0,N
2898,IDCJAC0009,70351,2015,12,8,0.0,1.0,N
2899,IDCJAC0009,70351,2015,12,9,0.4,1.0,N
2900,IDCJAC0009,70351,2015,12,10,0.0,1.0,N
2901,IDCJAC0009,70351,2015,12,11,0.0,1.0,N
2902,IDCJAC0009,70351,2015,12,12,0.0,1.0,N
2903,IDCJAC0009,70351,2015,12,13,0.0,1.0,N
2904,IDCJAC0009,70351,2015,12,14,0.0,1.0,N
2905,IDCJAC0009,70351,2015,12,15,0.0,1.0,N
2906,IDCJAC0009,70351,2015,12,16,0.0,1.0,N
2907,IDCJAC0009,70351,2015,12,17,16.0,1.0,N
2908,IDCJAC0009,70351,2015,12,18,0.0,1.0,N
2909,IDCJAC0009,70351,2015,12,19,0.0,1.0,N
2910,IDCJAC0009,70351,2015,12,20,0.0,1.0,N
2911,IDCJAC0009,70351,2015,12,21,0.0,1.0,N
2912,IDCJAC0009,70351,2015,12,22,0.2,1.0,N
2913,IDCJAC0009,70351,2015,12,23,0.0,1.0,N
2914,IDCJAC0009,70351,2015,12,24,0.8,1.0,N
2915,IDCJAC0009,70351,2015,12,25,0.0,1.0,N
2916,IDCJAC0009,70351,2015,12,26,0.0,1.0,N
2917,IDCJAC0009,70351,2015,12,27,16.2,1.0,N
2918,IDCJAC0009,70351,2015,12,28,0.0,1.0,N
2919,IDCJAC0009,70351,2015,12,29,0.0,1.0,N
2920,IDCJAC0009,70351,2015,12,30,0.0,1.0,N
2921,IDCJAC0009,70351,2015,12,31,0.0,1.0,N
2922,IDCJAC0009,70351,2016,1,1,0.0,1.0,N
2923,IDCJAC0009,70351,2016,1,2,0.0,1.0,N
2924,IDCJAC0009,70351,2016,1,3,0.0,1.0,N
2925,IDCJAC0009,70351,2016,1,4,1.6,1.0,N
2926,IDCJAC0009,70351,2016,1,5,13.4,1.0,N
2927,IDCJAC0009,70351,2016,1,6,7.2,1.0,N
2928,IDCJAC0009,70351,2016,1,7,0.0,1.0,N
2929,IDCJAC0009,70351,2016,1,8,0.0,1.0,N
2930,IDCJAC0009,70351,2016,1,9,0.0,1.0,N
2931,IDCJAC0009,70351,2016,1,10,0.0,1.0,N
2932,IDCJAC0009,70351,2016,1,11,0.0,1.0,N
2933,IDCJAC0009,70351,2016,1,12,0.0,1.0,N
2934,IDCJAC0009,70351,2016,1,13,0.0,1.0,Y
2935,IDCJAC0009,70351,2016,1,14,0.0,1.0,N
2936,IDCJAC0009,70351,2016,1,15,2.0,1.0,N
2937,IDCJAC0009,70351,2016,1,16,0.0,1.0,N
2938,IDCJAC0009,70351,2016,1,17,0.0,1.0,N
2939,IDCJAC0009,70351,2016,1,18,0.0,1.0,N
2940,IDCJAC0009,70351,2016,1,19,0.0,1.0,N
2941,IDCJAC0009,70351,2016,1,20,0.0,1.0,N
2942,IDCJAC0009,70351,2016,1,21,0.0,1.0,N
2943,IDCJAC0009,70351,2016,1,22,26.2,1.0,N
2944,IDCJAC0009,70351,2016,1,23,11.4,1.0,N
2945,IDCJAC0009,70351,2016,1,24,1.8,1.0,N
2946,IDCJAC0009,70351,2016,1,25,0.0,1.0,N
2947,IDCJAC0009,70351,2016,1,26,6.4,1.0,N
2948,IDCJAC0009,70351,2016,1,27,0.0,1.0,N
2949,IDCJAC0009,70351,2016,1,28,2.6,1.0,N
2950,IDCJAC0009,70351,2016,1,29,0.0,1.0,N
2951,IDCJAC0009,70351,2016,1,30,5.6,1.0,N
2952,IDCJAC0009,70351,2016,1,31,28.2,1.0,N
2953,IDCJAC0009,70351,2016,2,1,11.0,1.0,N
2954,IDCJAC0009,70351,2016,2,2,3.0,1.0,N
2955,IDCJAC0009,70351,2016,2,3,0.0,1.0,N
2956,IDCJAC0009,70351,2016,2,4,7.0,1.0,N
2957,IDCJAC0009,70351,2016,2,5,0.0,1.0,N
