,Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
1375,IDCJAC0009,70351,2011,10,7,6.2,1.0,Y
1376,IDCJAC0009,70351,2011,10,8,1.2,1.0,Y
1377,IDCJAC0009,70351,2011,10,9,1.0,1.0,Y
1378,IDCJAC0009,70351,2011,10,10,0.4,1.0,Y
1379,IDCJAC0009,70351,2011,10,11,0.0,,Y
1380,IDCJAC0009,70351,2011,10,12,0.0,,Y
1381,IDCJAC0009,70351,2011,10,13,0.0,,Y
1382,IDCJAC0009,70351,2011,10,14,0.0,,Y
1383,IDCJAC0009,70351,2011,10,15,0.0,1.0,Y
1384,IDCJAC0009,70351,2011,10,16,0.0,,Y
1385,IDCJAC0009,70351,2011,10,17,0.0,,Y
1386,IDCJAC0009,70351,2011,10,18,0.0,,Y
1387,IDCJAC0009,70351,2011,10,19,0.0,,Y
1388,IDCJAC0009,70351,2011,10,20,0.0,,Y
1389,IDCJAC0009,70351,2011,10,21,0.0,,Y
1390,IDCJAC0009,70351,2011,10,22,0.0,,Y
1391,IDCJAC0009,70351,2011,10,23,0.0,,Y
1392,IDCJAC0009,70351,2011,10,24,0.0,,Y
1393,IDCJAC0009,70351,2011,10,25,5.2,1.0,Y
1394,IDCJAC0009,70351,2011,10,26,3.2,1.0,Y
1395,IDCJAC0009,70351,2011,10,27,0.2,1.0,Y
1396,IDCJAC0009,70351,2011,10,28,0.0,,Y
1397,IDCJAC0009,70351,2011,10,29,0.9,1.0,Y
1398,IDCJAC0009,70351,2011,10,30,3.2,1.0,Y
1399,IDCJAC0009,70351,2011,10,31,0.2,1.0,Y
1400,IDCJAC0009,70351,2011,11,1,0.0,,Y
1401,IDCJAC0009,70351,2011,11,2,0.0,,Y
1402,IDCJAC0009,70351,2011,11,3,0.0,,Y
1403,IDCJAC0009,70351,2011,11,4,0.0,,Y
1404,IDCJAC0009,70351,2011,11,5,0.0,,Y
1405,IDCJAC0009,70351,2011,11,6,0.0,,Y
1406,IDCJAC0009,70351,2011,11,7,0.0,,Y
1407,IDCJAC0009,70351,2011,11,8,0.6,1.0,Y
1408,IDCJAC0009,70351,2011,11,9,14.6,1.0,Y
1409,IDCJAC0009,70351,2011,11,10,9.0,1.0,Y
1410,IDCJAC0009,70351,2011,11,11,1.2,1.0,Y
1411,IDCJAC0009,70351,2011,11,12,0.0,,Y
1412,IDCJAC0009,70351,2011,11,13,0.0,,Y
1413,IDCJAC0009,70351,2011,11,14,0.0,,Y
1414,IDCJAC0009,70351,2011,11,15,0.0,,Y
1415,IDCJAC0009,70351,2011,11,16,0.0,,Y
1416,IDCJAC0009,70351,2011,11,17,0.0,,Y
1417,IDCJAC0009,70351,2011,11,18,0.0,,Y
1418,IDCJAC0009,70351,2011,11,19,0.0,,Y
1419,IDCJAC0009,70351,2011,11,20,1.8,1.0,Y
1420,IDCJAC0009,70351,2011,11,21,2.8,1.0,Y
1421,IDCJAC0009,70351,2011,11,22,0.0,,Y
1422,IDCJAC0009,70351,2011,11,23,5.0,1.0,Y
1423,IDCJAC0009,70351,2011,11,24,0.0,1.0,Y
1424,IDCJAC0009,70351,2011,11,25,6.6,1.0,Y
1425,IDCJAC0009,70351,2011,11,26,43.4,1.0,Y
1426,IDCJAC0009,70351,2011,11,27,1.6,1.0,Y
1427,IDCJAC0009,70351,2011,11,28,0.0,,Y
1428,IDCJAC0009,70351,2011,11,29,0.0,,Y
1429,IDCJAC0009,70351,2011,11,30,26.6,1.0,Y
1430,IDCJAC0009,70351,2011,12,1,13.8,1.0,Y
1431,IDCJAC0009,70351,2011,12,2,0.0,1.0,Y
1432,IDCJAC0009,70351,2011,12,3,0.0,,Y
1433,IDCJAC0009,70351,2011,12,4,2.6,1.0,Y
1434,IDCJAC0009,70351,2011,12,5,0.0,,Y
1435,IDCJAC0009,70351,2011,12,6,0.0,,Y
1436,IDCJAC0009,70351,2011,12,7,0.0,,Y
1437,IDCJAC0009,70351,2011,12,8,0.0,,Y
1438,IDCJAC0009,70351,2011,12,9,0.0,,Y
1439,IDCJAC0009,70351,2011,12,10,0.0,,Y
1440,IDCJAC0009,70351,2011,12,11,4.6,1.0,Y
1441,IDCJAC0009,70351,2011,12,12,15.2,1.0,Y
1442,IDCJAC0009,70351,2011,12,13,0.6,1.0,Y
1443,IDCJAC0009,70351,2011,12,14,0.0,,Y
1444,IDCJAC0009,70351,2011,12,15,0.0,,Y
1445,IDCJAC0009,70351,2011,12,16,0.0,,Y
1446,IDCJAC0009,70351,2011,12,17,0.0,,Y
1447,IDCJAC0009,70351,2011,12,18,0.0,,Y
1448,IDCJAC0009,70351,2011,12,19,8.2,1.0,Y
1449,IDCJAC0009,70351,2011,12,20,1.6,1.0,Y
1451,IDCJAC0009,70351,2011,12,22,16.8,2.0,Y
1452,IDCJAC0009,70351,2011,12,23,0.6,1.0,Y
1453,IDCJAC0009,70351,2011,12,24,0.0,,Y
1454,IDCJAC0009,70351,2011,12,25,6.0,1.0,Y
1455,IDCJAC0009,70351,2011,12,26,0.6,1.0,Y
1456,IDCJAC0009,70351,2011,12,27,0.4,1.0,Y
1457,IDCJAC0009,70351,2011,12,28,2.0,1.0,Y
1458,IDCJAC0009,70351,2011,12,29,0.0,,Y
1459,IDCJAC0009,70351,2011,12,30,0.0,,Y
1460,IDCJAC0009,70351,2011,12,31,0.0,,Y
1461,IDCJAC0009,70351,2012,1,1,0.0,1.0,N
1462,IDCJAC0009,70351,2012,1,2,0.0,1.0,N
1463,IDCJAC0009,70351,2012,1,3,0.0,1.0,N
1464,IDCJAC0009,70351,2012,1,4,0.0,1.0,N
1465,IDCJAC0009,70351,2012,1,5,0.0,1.0,N
1466,IDCJAC0009,70351,2012,1,6,0.0,1.0,N
1467,IDCJAC0009,70351,2012,1,7,0.0,1.0,N
1468,IDCJAC0009,70351,2012,1,8,3.8,1.0,N
1469,IDCJAC0009,70351,2012,1,9,1.2,1.0,N
1470,IDCJAC0009,70351,2012,1,10,0.0,1.0,N
1471,IDCJAC0009,70351,2012,1,11,0.0,1.0,N
1472,IDCJAC0009,70351,2012,1,12,0.4,1.0,N
1473,IDCJAC0009,70351,2012,1,13,0.0,1.0,N
1474,IDCJAC0009,70351,2012,1,14,0.0,1.0,N
1475,IDCJAC0009,70351,2012,1,15,0.0,1.0,N
1476,IDCJAC0009,70351,2012,1,16,0.0,1.0,N
1477,IDCJAC0009,70351,2012,1,17,0.0,1.0,N
1478,IDCJAC0009,70351,2012,1,18,0.0,1.0,N
1479,IDCJAC0009,70351,2012,1,19,0.0,1.0,N
1480,IDCJAC0009,70351,2012,1,20,0.0,1.0,N
1481,IDCJAC0009,70351,2012,1,21,24.2,1.0,N
1482,IDCJAC0009,70351,2012,1,22,0.2,1.0,N
1483,IDCJAC0009,70351,2012,1,23,0.0,1.0,N
1484,IDCJAC0009,70351,2012,1,24,0.2,1.0,N
1485,IDCJAC0009,70351,2012,1,25,0.0,1.0,N
1486,IDCJAC0009,70351,2012,1,26,0.0,1.0,N
1487,IDCJAC0009,70351,2012,1,27,0.0,1.0,N
1488,IDCJAC0009,70351,2012,1,28,0.0,1.0,N
1489,IDCJAC0009,70351,2012,1,29,0.0,1.0,N
1490,IDCJAC0009,70351,2012,1,30,16.2,1.0,N
1491,IDCJAC0009,70351,2012,1,31,0.6,1.0,N
1492,IDCJAC0009,70351,2012,2,1,0.0,,Y
1493,IDCJAC0009,70351,2012,2,2,0.0,,Y
1494,IDCJAC0009,70351,2012,2,3,24.2,1.0,Y
1495,IDCJAC0009,70351,2012,2,4,11.2,1.0,Y
1496,IDCJAC0009,70351,2012,2,5,0.2,1.0,Y
1497,IDCJAC0009,70351,2012,2,6,0.0,,Y
1498,IDCJAC0009,70351,2012,2,7,0.0,,Y
1499,IDCJAC0009,70351,2012,2,8,0.0,,Y
1500,IDCJAC0009,70351,2012,2,9,0.0,,Y
1501,IDCJAC0009,70351,2012,2,10,7.6,1.0,Y
1502,IDCJAC0009,70351,2012,2,11,2.8,1.0,Y
1503,IDCJAC0009,70351,2012,2,12,0.6,1.0,Y
1504,IDCJAC0009,70351,2012,2,13,0.0,,Y
1505,IDCJAC0009,70351,2012,2,14,0.0,1.0,Y
1506,IDCJAC0009,70351,2012,2,15,4.0,1.0,Y
1507,IDCJAC0009,70351,2012,2,16,0.0,,Y
1508,IDCJAC0009,70351,2012,2,17,1.0,1.0,Y
1509,IDCJAC0009,70351,2012,2,18,20.2,1.0,Y
1510,IDCJAC0009,70351,2012,2,19,3.6,1.0,Y
1511,IDCJAC0009,70351,2012,2,20,7.8,1.0,Y
1512,IDCJAC0009,70351,2012,2,21,6.8,1.0,Y
1513,IDCJAC0009,70351,2012,2,22,0.0,,Y
1514,IDCJAC0009,70351,2012,2,23,0.0,1.0,Y
1515,IDCJAC0009,70351,2012,2,24,0.0,,Y
1516,IDCJAC0009,70351,2012,2,25,0.0,,Y
1517,IDCJAC0009,70351,2012,2,26,0.0,1.0,Y
1518,IDCJAC0009,70351,2012,2,27,4.4,1.0,Y
1519,IDCJAC0009,70351,2012,2,28,5.2,1.0,Y
1520,IDCJAC0009,70351,2012,2,29,26.8,1.0,Y
1521,IDCJAC0009,70351,2012,3,1,58.8,1.0,Y
1522,IDCJAC0009,70351,2012,3,2,30.6,1.0,Y
1523,IDCJAC0009,70351,2012,3,3,1.0,1.0,Y
1524,IDCJAC0009,70351,2012,3,4,62.4,1.0,Y
1525,IDCJAC0009,70351,2012,3,5,9.4,1.0,Y
1526,IDCJAC0009,70351,2012,3,6,1.0,1.0,Y
1527,IDCJAC0009,70351,2012,3,7,2.8,1.0,Y
1528,IDCJAC0009,70351,2012,3,8,0.2,1.0,Y
1529,IDCJAC0009,70351,2012,3,9,2.8,1.0,Y
1530,IDCJAC0009,70351,2012,3,10,0.0,1.0,Y
1531,IDCJAC0009,70351,2012,3,11,0.0,,Y
1532,IDCJAC0009,70351,2012,3,12,0.0,,Y
1533,IDCJAC0009,70351,2012,3,13,0.0,,Y
1534,IDCJAC0009,70351,2012,3,14,0.0,,Y
1535,IDCJAC0009,70351,2012,3,15,0.0,,Y
1536,IDCJAC0009,70351,2012,3,16,0.0,,Y
1537,IDCJAC0009,70351,2012,3,17,3.4,1.0,Y
1538,IDCJAC0009,70351,2012,3,18,8.6,1.0,Y
1539,IDCJAC0009,70351,2012,3,19,0.0,,Y
1540,IDCJAC0009,70351,2012,3,20,0.6,1.0,Y
1541,IDCJAC0009,70351,2012,3,21,0.0,1.0,Y
1542,IDCJAC0009,70351,2012,3,22,0.0,,Y
1543,IDCJAC0009,70351,2012,3,23,0.0,,Y
1544,IDCJAC0009,70351,2012,3,24,0.0,,Y
1545,IDCJAC0009,70351,2012,3,25,0.0,,Y
1546,IDCJAC0009,70351,2012,3,26,0.0,,Y
1547,IDCJAC0009,70351,2012,3,27,0.0,,Y
1548,IDCJAC0009,70351,2012,3,28,15.4,1.0,Y
1549,IDCJAC0009,70351,2012,3,29,0.2,1.0,Y
1550,IDCJAC0009,70351,2012,3,30,0.0,1.0,Y
1551,IDCJAC0009,70351,2012,3,31,0.0,,Y
1552,IDCJAC0009,70351,2012,4,1,0.0,,Y
1553,IDCJAC0009,70351,2012,4,2,0.1,1.0,Y
1554,IDCJAC0009,70351,2012,4,3,0.0,,Y
1555,IDCJAC0009,70351,2012,4,4,0.0,,Y
1556,IDCJAC0009,70351,2012,4,5,0.0,,Y
1557,IDCJAC0009,70351,2012,4,6,0.0,,Y
1558,IDCJAC0009,70351,2012,4,7,0.0,,Y
1559,IDCJAC0009,70351,2012,4,8,0.0,,Y
1560,IDCJAC0009,70351,2012,4,9,0.0,,Y
1561,IDCJAC0009,70351,2012,4,10,0.8,1.0,Y
1562,IDCJAC0009,70351,2012,4,11,0.0,,Y
1563,IDCJAC0009,70351,2012,4,12,0.0,1.0,Y
1564,IDCJAC0009,70351,2012,4,13,0.0,,Y
1565,IDCJAC0009,70351,2012,4,14,0.0,,Y
1566,IDCJAC0009,70351,2012,4,15,0.0,,Y
1567,IDCJAC0009,70351,2012,4,16,0.0,,Y
1568,IDCJAC0009,70351,2012,4,17,0.0,,Y
1569,IDCJAC0009,70351,2012,4,18,1.6,1.0,Y
1570,IDCJAC0009,70351,2012,4,19,12.2,1.0,Y
1571,IDCJAC0009,70351,2012,4,20,0.2,1.0,Y
1572,IDCJAC0009,70351,2012,4,21,0.0,,Y
1573,IDCJAC0009,70351,2012,4,22,0.0,,Y
1574,IDCJAC0009,70351,2012,4,23,0.4,1.0,Y
1575,IDCJAC0009,70351,2012,4,24,1.2,1.0,Y
1576,IDCJAC0009,70351,2012,4,25,0.4,1.0,Y
1577,IDCJAC0009,70351,2012,4,26,0.0,1.0,Y
1578,IDCJAC0009,70351,2012,4,27,0.0,,Y
1579,IDCJAC0009,70351,2012,4,28,0.0,,Y
1580,IDCJAC0009,70351,2012,4,29,0.0,,Y
1581,IDCJAC0009,70351,2012,4,30,0.0,,Y
1582,IDCJAC0009,70351,2012,5,1,0.0,1.0,Y
1583,IDCJAC0009,70351,2012,5,2,0.0,1.0,Y
1584,IDCJAC0009,70351,2012,5,3,1.6,1.0,Y
1585,IDCJAC0009,70351,2012,5,4,0.0,1.0,Y
1586,IDCJAC0009,70351,2012,5,5,0.0,,Y
1587,IDCJAC0009,70351,2012,5,6,0.0,,Y
1588,IDCJAC0009,70351,2012,5,7,0.0,,Y
1589,IDCJAC0009,70351,2012,5,8,0.0,,Y
1590,IDCJAC0009,70351,2012,5,9,0.0,1.0,Y
1591,IDCJAC0009,70351,2012,5,10,0.0,,Y
1592,IDCJAC0009,70351,2012,5,11,0.4,1.0,Y
1593,IDCJAC0009,70351,2012,5,12,0.0,,Y
1594,IDCJAC0009,70351,2012,5,13,0.0,,Y
1595,IDCJAC0009,70351,2012,5,14,0.0,1.0,Y
1596,IDCJAC0009,70351,2012,5,15,0.0,,Y
1597,IDCJAC0009,70351,2012,5,16,0.0,1.0,Y
1598,IDCJAC0009,70351,2012,5,17,0.0,,Y
1599,IDCJAC0009,70351,2012,5,18,0.0,1.0,Y
1600,IDCJAC0009,70351,2012,5,19,0.0,1.0,Y
1601,IDCJAC0009,70351,2012,5,20,0.0,,Y
1602,IDCJAC0009,70351,2012,5,21,0.0,,Y
1603,IDCJAC0009,70351,2012,5,22,0.0,1.0,Y
1604,IDCJAC0009,70351,2012,5,23,0.0,,Y
1605,IDCJAC0009,70351,2012,5,24,0.0,,Y
1606,IDCJAC0009,70351,2012,5,25,16.2,1.0,Y
1607,IDCJAC0009,70351,2012,5,26,1.6,1.0,Y
1608,IDCJAC0009,70351,2012,5,27,0.0,1.0,Y
1609,IDCJAC0009,70351,2012,5,28,0.0,1.0,Y
1610,IDCJAC0009,70351,2012,5,29,0.0,1.0,Y
1611,IDCJAC0009,70351,2012,5,30,0.0,1.0,Y
1612,IDCJAC0009,70351,2012,5,31,0.0,1.0,Y
1613,IDCJAC0009,70351,2012,6,1,0.0,,Y
1614,IDCJAC0009,70351,2012,6,2,1.2,1.0,Y
1615,IDCJAC0009,70351,2012,6,3,17.4,1.0,Y
1616,IDCJAC0009,70351,2012,6,4,0.2,1.0,Y
1617,IDCJAC0009,70351,2012,6,5,15.2,1.0,Y
1618,IDCJAC0009,70351,2012,6,6,5.2,1.0,Y
1619,IDCJAC0009,70351,2012,6,7,0.0,,Y
1620,IDCJAC0009,70351,2012,6,8,0.0,,Y
1621,IDCJAC0009,70351,2012,6,9,0.0,,Y
1622,IDCJAC0009,70351,2012,6,10,0.0,,Y
1623,IDCJAC0009,70351,2012,6,11,0.0,,Y
1624,IDCJAC0009,70351,2012,6,12,0.0,,Y
1625,IDCJAC0009,70351,2012,6,13,0.0,,Y
1626,IDCJAC0009,70351,2012,6,14,0.0,,Y
1627,IDCJAC0009,70351,2012,6,15,0.0,,Y
1628,IDCJAC0009,70351,2012,6,16,0.2,1.0,Y
1629,IDCJAC0009,70351,2012,6,17,0.6,1.0,Y
1630,IDCJAC0009,70351,2012,6,18,0.0,,Y
1631,IDCJAC0009,70351,2012,6,19,0.0,,Y
1632,IDCJAC0009,70351,2012,6,20,0.0,,Y
1633,IDCJAC0009,70351,2012,6,21,0.0,,Y
1634,IDCJAC0009,70351,2012,6,22,6.0,1.0,Y
1635,IDCJAC0009,70351,2012,6,23,0.2,1.0,Y
1636,IDCJAC0009,70351,2012,6,24,0.0,,Y
1637,IDCJAC0009,70351,2012,6,25,0.0,,Y
1638,IDCJAC0009,70351,2012,6,26,0.0,,Y
1639,IDCJAC0009,70351,2012,6,27,0.0,,Y
1640,IDCJAC0009,70351,2012,6,28,0.0,,Y
1641,IDCJAC0009,70351,2012,6,29,0.0,,Y
1642,IDCJAC0009,70351,2012,6,30,0.8,1.0,Y
1643,IDCJAC0009,70351,2012,7,1,0.0,,Y
1644,IDCJAC0009,70351,2012,7,2,0.4,1.0,Y
1645,IDCJAC0009,70351,2012,7,3,0.0,,Y
1646,IDCJAC0009,70351,2012,7,4,0.0,1.0,Y
1647,IDCJAC0009,70351,2012,7,5,0.0,,Y
1648,IDCJAC0009,70351,2012,7,6,0.0,,Y
1649,IDCJAC0009,70351,2012,7,7,0.0,,Y
1650,IDCJAC0009,70351,2012,7,8,0.0,,Y
1651,IDCJAC0009,70351,2012,7,9,0.0,,Y
1652,IDCJAC0009,70351,2012,7,10,0.0,,Y
1653,IDCJAC0009,70351,2012,7,11,22.4,1.0,Y
1654,IDCJAC0009,70351,2012,7,12,0.0,,Y
1655,IDCJAC0009,70351,2012,7,13,6.8,1.0,Y
1656,IDCJAC0009,70351,2012,7,14,0.0,,Y
1657,IDCJAC0009,70351,2012,7,15,2.2,1.0,Y
1658,IDCJAC0009,70351,2012,7,16,0.0,,Y
1659,IDCJAC0009,70351,2012,7,17,0.0,,Y
1660,IDCJAC0009,70351,2012,7,18,0.0,,Y
1661,IDCJAC0009,70351,2012,7,19,0.0,,Y
1662,IDCJAC0009,70351,2012,7,20,0.0,,Y
1663,IDCJAC0009,70351,2012,7,21,0.0,,Y
1664,IDCJAC0009,70351,2012,7,22,0.0,,Y
1665,IDCJAC0009,70351,2012,7,23,0.0,,Y
1666,IDCJAC0009,70351,2012,7,24,0.0,,Y
1667,IDCJAC0009,70351,2012,7,25,0.0,,Y
1668,IDCJAC0009,70351,2012,7,26,3.0,1.0,Y
1669,IDCJAC0009,70351,2012,7,27,0.0,,Y
1670,IDCJAC0009,70351,2012,7,28,0.1,1.0,Y
1671,IDCJAC0009,70351,2012,7,29,0.0,,Y
1672,IDCJAC0009,70351,2012,7,30,0.0,,Y
1673,IDCJAC0009,70351,2012,7,31,0.0,,Y
1674,IDCJAC0009,70351,2012,8,1,0.0,,Y
1675,IDCJAC0009,70351,2012,8,2,0.0,,Y
1676,IDCJAC0009,70351,2012,8,3,0.0,,Y
1677,IDCJAC0009,70351,2012,8,4,0.0,,Y
1678,IDCJAC0009,70351,2012,8,5,0.0,,Y
1679,IDCJAC0009,70351,2012,8,6,1.0,1.0,Y
1680,IDCJAC0009,70351,2012,8,7,0.0,,Y
1681,IDCJAC0009,70351,2012,8,8,0.0,,Y
1682,IDCJAC0009,70351,2012,8,9,0.2,1.0,Y
1683,IDCJAC0009,70351,2012,8,10,0.0,,Y
1684,IDCJAC0009,70351,2012,8,11,0.0,,Y
1685,IDCJAC0009,70351,2012,8,12,0.0,,Y
1686,IDCJAC0009,70351,2012,8,13,0.0,1.0,Y
1687,IDCJAC0009,70351,2012,8,14,0.0,1.0,Y
1688,IDCJAC0009,70351,2012,8,15,0.0,,Y
1689,IDCJAC0009,70351,2012,8,16,0.0,,Y
1690,IDCJAC0009,70351,2012,8,17,3.2,1.0,Y
1691,IDCJAC0009,70351,2012,8,18,11.6,1.0,Y
1692,IDCJAC0009,70351,2012,8,19,0.0,1.0,Y
1693,IDCJAC0009,70351,2012,8,20,0.0,,Y
1694,IDCJAC0009,70351,2012,8,21,0.0,,Y
1695,IDCJAC0009,70351,2012,8,22,0.0,,Y
1696,IDCJAC0009,70351,2012,8,23,4.0,1.0,Y
1697,IDCJAC0009,70351,2012,8,24,13.4,1.0,Y
1698,IDCJAC0009,70351,2012,8,25,1.8,1.0,Y
1699,IDCJAC0009,70351,2012,8,26,0.0,,Y
1700,IDCJAC0009,70351,2012,8,27,0.0,1.0,Y
1701,IDCJAC0009,70351,2012,8,28,0.0,1.0,Y
1702,IDCJAC0009,70351,2012,8,29,0.0,1.0,Y
1703,IDCJAC0009,70351,2012,8,30,0.0,,Y
1704,IDCJAC0009,70351,2012,8,31,0.0,,Y
1705,IDCJAC0009,70351,2012,9,1,0.4,1.0,Y
1706,IDCJAC0009,70351,2012,9,2,0.0,,Y
1707,IDCJAC0009,70351,2012,9,3,0.0,,Y
1708,IDCJAC0009,70351,2012,9,4,0.0,,Y
1709,IDCJAC0009,70351,2012,9,5,0.0,,Y
1710,IDCJAC0009,70351,2012,9,6,1.2,1.0,Y
1711,IDCJAC0009,70351,2012,9,7,0.0,,Y
1712,IDCJAC0009,70351,2012,9,8,0.6,1.0,Y
1713,IDCJAC0009,70351,2012,9,9,0.0,,Y
1714,IDCJAC0009,70351,2012,9,10,0.0,,Y
1715,IDCJAC0009,70351,2012,9,11,0.0,,Y
1716,IDCJAC0009,70351,2012,9,12,0.0,,Y
1717,IDCJAC0009,70351,2012,9,13,0.0,,Y
1718,IDCJAC0009,70351,2012,9,14,3.6,1.0,Y
1719,IDCJAC0009,70351,2012,9,15,0.0,,Y
1720,IDCJAC0009,70351,2012,9,16,0.0,,Y
1721,IDCJAC0009,70351,2012,9,17,0.0,,Y
1722,IDCJAC0009,70351,2012,9,18,0.0,,Y
1723,IDCJAC0009,70351,2012,9,19,2.4,1.0,Y
1724,IDCJAC0009,70351,2012,9,20,0.0,,Y
1725,IDCJAC0009,70351,2012,9,21,2.2,1.0,Y
1726,IDCJAC0009,70351,2012,9,22,0.0,,Y
1727,IDCJAC0009,70351,2012,9,23,0.0,,Y
1728,IDCJAC0009,70351,2012,9,24,0.0,,Y
1729,IDCJAC0009,70351,2012,9,25,0.0,,Y
1730,IDCJAC0009,70351,2012,9,26,0.0,,Y
1731,IDCJAC0009,70351,2012,9,27,0.0,,Y
1732,IDCJAC0009,70351,2012,9,28,1.0,1.0,Y
1733,IDCJAC0009,70351,2012,9,29,23.8,1.0,Y
1734,IDCJAC0009,70351,2012,9,30,1.0,1.0,Y
1735,IDCJAC0009,70351,2012,10,1,0.0,,Y
1736,IDCJAC0009,70351,2012,10,2,0.0,,Y
1737,IDCJAC0009,70351,2012,10,3,0.0,,Y
1738,IDCJAC0009,70351,2012,10,4,0.0,,Y
1739,IDCJAC0009,70351,2012,10,5,0.0,,Y
1740,IDCJAC0009,70351,2012,10,6,0.0,1.0,Y
1741,IDCJAC0009,70351,2012,10,7,5.8,1.0,Y
1742,IDCJAC0009,70351,2012,10,8,0.0,,Y
1743,IDCJAC0009,70351,2012,10,9,0.0,,Y
1744,IDCJAC0009,70351,2012,10,10,0.0,,Y
1745,IDCJAC0009,70351,2012,10,11,23.6,1.0,Y
1746,IDCJAC0009,70351,2012,10,12,33.0,1.0,Y
1747,IDCJAC0009,70351,2012,10,13,0.0,1.0,Y
1748,IDCJAC0009,70351,2012,10,14,2.8,1.0,Y
1749,IDCJAC0009,70351,2012,10,15,0.0,,Y
1750,IDCJAC0009,70351,2012,10,16,0.0,,Y
1751,IDCJAC0009,70351,2012,10,17,0.0,,Y
1752,IDCJAC0009,70351,2012,10,18,0.0,,Y
1753,IDCJAC0009,70351,2012,10,19,0.0,,Y
1754,IDCJAC0009,70351,2012,10,20,0.0,,Y
1755,IDCJAC0009,70351,2012,10,21,0.0,,Y
1756,IDCJAC0009,70351,2012,10,22,0.0,,Y
1757,IDCJAC0009,70351,2012,10,23,0.0,,Y
1758,IDCJAC0009,70351,2012,10,24,0.0,,Y
1759,IDCJAC0009,70351,2012,10,25,0.0,,Y
1760,IDCJAC0009,70351,2012,10,26,0.0,,Y
1761,IDCJAC0009,70351,2012,10,27,0.0,,Y
1762,IDCJAC0009,70351,2012,10,28,0.0,,Y
1763,IDCJAC0009,70351,2012,10,29,0.0,,Y
1764,IDCJAC0009,70351,2012,10,30,0.0,,Y
1765,IDCJAC0009,70351,2012,10,31,1.6,1.0,Y
1766,IDCJAC0009,70351,2012,11,1,0.0,,Y
1767,IDCJAC0009,70351,2012,11,2,0.0,,Y
1768,IDCJAC0009,70351,2012,11,3,0.0,,Y
1769,IDCJAC0009,70351,2012,11,4,0.0,,Y
1770,IDCJAC0009,70351,2012,11,5,0.0,,Y
1771,IDCJAC0009,70351,2012,11,6,0.0,,Y
1772,IDCJAC0009,70351,2012,11,7,9.0,1.0,Y
1773,IDCJAC0009,70351,2012,11,8,8.6,1.0,Y
1774,IDCJAC0009,70351,2012,11,9,0.2,1.0,Y
1775,IDCJAC0009,70351,2012,11,10,0.0,,Y
1776,IDCJAC0009,70351,2012,11,11,0.0,,Y
1777,IDCJAC0009,70351,2012,11,12,0.0,,Y
1778,IDCJAC0009,70351,2012,11,13,0.0,,Y
1779,IDCJAC0009,70351,2012,11,14,0.0,,Y
1780,IDCJAC0009,70351,2012,11,15,0.0,,Y
1781,IDCJAC0009,70351,2012,11,16,0.0,,Y
1782,IDCJAC0009,70351,2012,11,17,1.4,1.0,Y
1783,IDCJAC0009,70351,2012,11,18,0.0,,Y
1784,IDCJAC0009,70351,2012,11,19,0.0,,Y
1785,IDCJAC0009,70351,2012,11,20,0.0,,Y
1786,IDCJAC0009,70351,2012,11,21,0.0,,Y
1787,IDCJAC0009,70351,2012,11,22,0.0,,Y
1788,IDCJAC0009,70351,2012,11,23,0.0,,Y
1789,IDCJAC0009,70351,2012,11,24,0.0,,Y
1790,IDCJAC0009,70351,2012,11,25,0.0,,Y
1791,IDCJAC0009,70351,2012,11,26,0.0,,Y
1792,IDCJAC0009,70351,2012,11,27,0.0,1.0,Y
1793,IDCJAC0009,70351,2012,11,28,9.8,1.0,Y
1794,IDCJAC0009,70351,2012,11,29,0.0,,Y
1795,IDCJAC0009,70351,2012,11,30,0.0,,Y
1796,IDCJAC0009,70351,2012,12,1,0.0,1.0,Y
1797,IDCJAC0009,70351,2012,12,2,0.0,,Y
1798,IDCJAC0009,70351,2012,12,3,0.0,,Y
1799,IDCJAC0009,70351,2012,12,4,0.0,,Y
1800,IDCJAC0009,70351,2012,12,5,0.0,,Y
1801,IDCJAC0009,70351,2012,12,6,0.0,,Y
1802,IDCJAC0009,70351,2012,12,7,0.0,,Y
1803,IDCJAC0009,70351,2012,12,8,0.0,,Y
1804,IDCJAC0009,70351,2012,12,9,0.0,,Y
1805,IDCJAC0009,70351,2012,12,10,0.0,,Y
1806,IDCJAC0009,70351,2012,12,11,0.0,,Y
1807,IDCJAC0009,70351,2012,12,12,0.0,,Y
1808,IDCJAC0009,70351,2012,12,13,0.0,,Y
1809,IDCJAC0009,70351,2012,12,14,0.0,,Y
1810,IDCJAC0009,70351,2012,12,15,1.2,1.0,Y
1811,IDCJAC0009,70351,2012,12,16,3.6,1.0,Y
1812,IDCJAC0009,70351,2012,12,17,0.0,,Y
1813,IDCJAC0009,70351,2012,12,18,0.0,,Y
1814,IDCJAC0009,70351,2012,12,19,0.0,,Y
1815,IDCJAC0009,70351,2012,12,20,0.0,,Y
1816,IDCJAC0009,70351,2012,12,21,0.6,1.0,Y
1817,IDCJAC0009,70351,2012,12,22,0.0,,Y
1818,IDCJAC0009,70351,2012,12,23,0.0,,Y
1819,IDCJAC0009,70351,2012,12,24,24.0,1.0,Y
1820,IDCJAC0009,70351,2012,12,25,7.0,1.0,Y
1821,IDCJAC0009,70351,2012,12,26,1.0,1.0,Y
