Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,070014,1943,02,1.6,Y
IDCJAC0001,070014,1943,03,11.4,Y
IDCJAC0001,070014,1943,04,71.5,Y
IDCJAC0001,070014,1943,05,61.7,Y
IDCJAC0001,070014,1943,06,13.2,Y
IDCJAC0001,070014,1943,07,25.0,Y
IDCJAC0001,070014,1943,08,46.4,Y
IDCJAC0001,070014,1943,09,53.7,Y
IDCJAC0001,070014,1943,10,83.2,Y
IDCJAC0001,070014,1943,11,99.9,Y
IDCJAC0001,070014,1943,12,45.2,Y
IDCJAC0001,070014,1944,01,4.2,Y
IDCJAC0001,070014,1944,02,16.3,Y
IDCJAC0001,070014,1944,03,29.4,Y
IDCJAC0001,070014,1944,04,19.6,Y
IDCJAC0001,070014,1944,05,48.2,Y
IDCJAC0001,070014,1944,06,6.6,Y
IDCJAC0001,070014,1944,07,29.4,Y
IDCJAC0001,070014,1944,08,7.2,Y
IDCJAC0001,070014,1944,09,16.0,Y
IDCJAC0001,070014,1944,10,36.5,Y
IDCJAC0001,070014,1944,11,55.6,Y
IDCJAC0001,070014,1944,12,35.6,Y
IDCJAC0001,070014,1945,01,117.3,Y
IDCJAC0001,070014,1945,02,83.6,Y
IDCJAC0001,070014,1945,03,15.3,Y
IDCJAC0001,070014,1945,04,102.6,Y
IDCJAC0001,070014,1945,05,21.1,Y
IDCJAC0001,070014,1945,06,36.4,Y
IDCJAC0001,070014,1945,07,31.0,Y
IDCJAC0001,070014,1945,08,54.2,Y
IDCJAC0001,070014,1945,09,11.5,Y
IDCJAC0001,070014,1945,10,47.6,Y
IDCJAC0001,070014,1945,11,59.9,Y
IDCJAC0001,070014,1945,12,23.4,Y
IDCJAC0001,070014,1946,01,97.7,Y
IDCJAC0001,070014,1946,02,84.7,Y
IDCJAC0001,070014,1946,03,37.0,Y
IDCJAC0001,070014,1946,04,32.5,Y
IDCJAC0001,070014,1946,05,19.8,Y
IDCJAC0001,070014,1946,06,27.6,Y
IDCJAC0001,070014,1946,07,44.5,Y
IDCJAC0001,070014,1946,08,15.8,Y
IDCJAC0001,070014,1946,09,6.0,Y
IDCJAC0001,070014,1946,10,44.9,Y
IDCJAC0001,070014,1946,11,86.0,Y
IDCJAC0001,070014,1946,12,26.6,Y
IDCJAC0001,070014,1947,01,1.1,Y
IDCJAC0001,070014,1947,02,83.7,Y
IDCJAC0001,070014,1947,03,35.7,Y
IDCJAC0001,070014,1947,04,27.7,Y
IDCJAC0001,070014,1947,05,23.6,Y
IDCJAC0001,070014,1947,06,25.9,Y
IDCJAC0001,070014,1947,07,37.6,Y
IDCJAC0001,070014,1947,08,49.7,Y
IDCJAC0001,070014,1947,09,62.8,Y
IDCJAC0001,070014,1947,10,26.5,Y
IDCJAC0001,070014,1947,11,79.7,Y
IDCJAC0001,070014,1947,12,215.2,Y
IDCJAC0001,070014,1948,01,117.0,Y
IDCJAC0001,070014,1948,02,144.7,Y
IDCJAC0001,070014,1948,03,23.0,Y
IDCJAC0001,070014,1948,04,55.2,Y
IDCJAC0001,070014,1948,05,142.9,Y
IDCJAC0001,070014,1948,06,53.8,Y
IDCJAC0001,070014,1948,07,15.0,Y
IDCJAC0001,070014,1948,08,17.5,Y
IDCJAC0001,070014,1948,09,49.6,Y
IDCJAC0001,070014,1948,10,61.0,Y
IDCJAC0001,070014,1948,11,29.3,Y
IDCJAC0001,070014,1948,12,92.5,Y
IDCJAC0001,070014,1949,01,30.0,Y
IDCJAC0001,070014,1949,02,81.1,Y
IDCJAC0001,070014,1949,03,78.3,Y
IDCJAC0001,070014,1949,04,26.4,Y
IDCJAC0001,070014,1949,05,95.4,Y
IDCJAC0001,070014,1949,06,27.7,Y
IDCJAC0001,070014,1949,07,43.8,Y
IDCJAC0001,070014,1949,08,9.8,Y
IDCJAC0001,070014,1949,09,70.2,Y
IDCJAC0001,070014,1949,10,101.5,Y
IDCJAC0001,070014,1949,11,66.4,Y
IDCJAC0001,070014,1949,12,16.3,Y
IDCJAC0001,070014,1950,01,79.7,Y
IDCJAC0001,070014,1950,02,77.7,Y
IDCJAC0001,070014,1950,03,312.2,Y
IDCJAC0001,070014,1950,04,90.7,Y
IDCJAC0001,070014,1950,05,65.0,Y
IDCJAC0001,070014,1950,06,18.8,Y
IDCJAC0001,070014,1950,07,75.4,Y
IDCJAC0001,070014,1950,08,38.0,Y
IDCJAC0001,070014,1950,09,36.3,Y
IDCJAC0001,070014,1950,10,137.8,Y
IDCJAC0001,070014,1950,11,113.6,Y
IDCJAC0001,070014,1950,12,17.3,Y
IDCJAC0001,070014,1951,01,36.6,Y
IDCJAC0001,070014,1951,02,31.2,Y
IDCJAC0001,070014,1951,03,2.6,Y
IDCJAC0001,070014,1951,04,16.4,Y
IDCJAC0001,070014,1951,05,30.1,Y
IDCJAC0001,070014,1951,06,79.1,Y
IDCJAC0001,070014,1951,07,42.8,Y
IDCJAC0001,070014,1951,08,77.3,Y
IDCJAC0001,070014,1951,09,49.3,Y
IDCJAC0001,070014,1951,10,59.8,Y
IDCJAC0001,070014,1951,11,26.2,Y
IDCJAC0001,070014,1951,12,8.6,Y
IDCJAC0001,070014,1952,01,21.8,Y
IDCJAC0001,070014,1952,02,9.2,Y
IDCJAC0001,070014,1952,03,143.9,Y
IDCJAC0001,070014,1952,04,120.8,Y
IDCJAC0001,070014,1952,05,65.7,Y
IDCJAC0001,070014,1952,06,108.3,Y
IDCJAC0001,070014,1952,07,39.3,Y
IDCJAC0001,070014,1952,08,66.0,Y
IDCJAC0001,070014,1952,09,71.6,Y
IDCJAC0001,070014,1952,10,126.7,Y
IDCJAC0001,070014,1952,11,60.8,Y
IDCJAC0001,070014,1952,12,131.3,Y
IDCJAC0001,070014,1953,01,46.5,Y
IDCJAC0001,070014,1953,02,16.8,Y
IDCJAC0001,070014,1953,03,23.2,Y
IDCJAC0001,070014,1953,04,24.0,Y
IDCJAC0001,070014,1953,05,149.6,Y
IDCJAC0001,070014,1953,06,20.3,Y
IDCJAC0001,070014,1953,07,14.2,Y
IDCJAC0001,070014,1953,08,31.0,Y
IDCJAC0001,070014,1953,09,51.8,Y
IDCJAC0001,070014,1953,10,43.1,Y
IDCJAC0001,070014,1953,11,38.7,Y
IDCJAC0001,070014,1953,12,35.0,Y
IDCJAC0001,070014,1954,01,87.2,Y
IDCJAC0001,070014,1954,02,56.8,Y
IDCJAC0001,070014,1954,03,1.3,Y
IDCJAC0001,070014,1954,04,36.4,Y
IDCJAC0001,070014,1954,05,7.2,Y
IDCJAC0001,070014,1954,06,38.9,Y
IDCJAC0001,070014,1954,07,15.8,Y
IDCJAC0001,070014,1954,08,26.3,Y
IDCJAC0001,070014,1954,09,16.7,Y
IDCJAC0001,070014,1954,10,56.5,Y
IDCJAC0001,070014,1954,11,79.6,Y
IDCJAC0001,070014,1954,12,35.0,Y
IDCJAC0001,070014,1955,01,22.9,Y
IDCJAC0001,070014,1955,02,87.0,Y
IDCJAC0001,070014,1955,03,21.0,Y
IDCJAC0001,070014,1955,04,23.9,Y
IDCJAC0001,070014,1955,05,103.9,Y
IDCJAC0001,070014,1955,06,53.1,Y
IDCJAC0001,070014,1955,07,28.6,Y
IDCJAC0001,070014,1955,08,106.0,Y
IDCJAC0001,070014,1955,09,25.7,Y
IDCJAC0001,070014,1955,10,127.7,Y
IDCJAC0001,070014,1955,11,72.5,Y
IDCJAC0001,070014,1955,12,63.2,Y
IDCJAC0001,070014,1956,01,79.5,Y
IDCJAC0001,070014,1956,02,55.3,Y
IDCJAC0001,070014,1956,03,196.4,Y
IDCJAC0001,070014,1956,04,79.7,Y
IDCJAC0001,070014,1956,05,69.4,Y
IDCJAC0001,070014,1956,06,126.0,Y
IDCJAC0001,070014,1956,07,67.2,Y
IDCJAC0001,070014,1956,08,45.6,Y
IDCJAC0001,070014,1956,09,43.3,Y
IDCJAC0001,070014,1956,10,98.9,Y
IDCJAC0001,070014,1956,11,20.3,Y
IDCJAC0001,070014,1956,12,6.7,Y
IDCJAC0001,070014,1957,01,18.4,Y
IDCJAC0001,070014,1957,02,27.9,Y
IDCJAC0001,070014,1957,03,31.0,Y
IDCJAC0001,070014,1957,04,19.0,Y
IDCJAC0001,070014,1957,05,8.6,Y
IDCJAC0001,070014,1957,06,31.8,Y
IDCJAC0001,070014,1957,07,61.8,Y
IDCJAC0001,070014,1957,08,42.0,Y
IDCJAC0001,070014,1957,09,8.1,Y
IDCJAC0001,070014,1957,10,15.0,Y
IDCJAC0001,070014,1957,11,23.0,Y
IDCJAC0001,070014,1957,12,54.9,Y
IDCJAC0001,070014,1958,01,85.1,Y
IDCJAC0001,070014,1958,02,25.9,Y
IDCJAC0001,070014,1958,03,31.1,Y
IDCJAC0001,070014,1958,04,53.6,Y
IDCJAC0001,070014,1958,05,34.1,Y
IDCJAC0001,070014,1958,06,62.2,Y
IDCJAC0001,070014,1958,07,54.0,Y
IDCJAC0001,070014,1958,08,59.7,Y
IDCJAC0001,070014,1958,09,50.5,Y
IDCJAC0001,070014,1958,10,60.2,Y
IDCJAC0001,070014,1958,11,33.8,Y
IDCJAC0001,070014,1958,12,62.9,Y
IDCJAC0001,070014,1959,01,66.3,Y
IDCJAC0001,070014,1959,02,106.3,Y
IDCJAC0001,070014,1959,03,116.5,Y
IDCJAC0001,070014,1959,04,101.5,Y
IDCJAC0001,070014,1959,05,14.4,Y
IDCJAC0001,070014,1959,06,103.3,Y
IDCJAC0001,070014,1959,07,34.7,Y
IDCJAC0001,070014,1959,08,11.6,Y
IDCJAC0001,070014,1959,09,34.3,Y
IDCJAC0001,070014,1959,10,147.7,Y
IDCJAC0001,070014,1959,11,122.0,Y
IDCJAC0001,070014,1959,12,33.9,Y
IDCJAC0001,070014,1960,01,113.2,Y
IDCJAC0001,070014,1960,02,15.0,Y
IDCJAC0001,070014,1960,03,43.2,Y
IDCJAC0001,070014,1960,04,19.9,Y
IDCJAC0001,070014,1960,05,75.1,Y
IDCJAC0001,070014,1960,06,8.3,Y
IDCJAC0001,070014,1960,07,103.6,Y
IDCJAC0001,070014,1960,08,25.5,Y
IDCJAC0001,070014,1960,09,96.0,Y
IDCJAC0001,070014,1960,10,85.4,Y
IDCJAC0001,070014,1960,11,68.1,Y
IDCJAC0001,070014,1960,12,160.3,Y
IDCJAC0001,070014,1961,01,43.0,Y
IDCJAC0001,070014,1961,02,67.7,Y
IDCJAC0001,070014,1961,03,128.4,Y
IDCJAC0001,070014,1961,04,51.0,Y
IDCJAC0001,070014,1961,05,1.6,Y
IDCJAC0001,070014,1961,06,25.2,Y
IDCJAC0001,070014,1961,07,71.4,Y
IDCJAC0001,070014,1961,08,34.8,Y
IDCJAC0001,070014,1961,09,28.5,Y
IDCJAC0001,070014,1961,10,36.2,Y
IDCJAC0001,070014,1961,11,134.9,Y
IDCJAC0001,070014,1961,12,151.5,Y
IDCJAC0001,070014,1962,01,108.0,Y
IDCJAC0001,070014,1962,02,47.7,Y
IDCJAC0001,070014,1962,03,24.0,Y
IDCJAC0001,070014,1962,04,19.3,Y
IDCJAC0001,070014,1962,05,53.3,Y
IDCJAC0001,070014,1962,06,8.8,Y
IDCJAC0001,070014,1962,07,32.8,Y
IDCJAC0001,070014,1962,08,55.1,Y
IDCJAC0001,070014,1962,09,113.7,Y
IDCJAC0001,070014,1962,10,45.3,Y
IDCJAC0001,070014,1962,11,35.6,Y
IDCJAC0001,070014,1962,12,110.4,Y
IDCJAC0001,070014,1963,01,88.3,Y
IDCJAC0001,070014,1963,02,43.8,Y
IDCJAC0001,070014,1963,03,56.4,Y
IDCJAC0001,070014,1963,04,65.0,Y
IDCJAC0001,070014,1963,05,77.0,Y
IDCJAC0001,070014,1963,06,34.3,Y
IDCJAC0001,070014,1963,07,37.9,Y
IDCJAC0001,070014,1963,08,34.5,Y
IDCJAC0001,070014,1963,09,52.8,Y
IDCJAC0001,070014,1963,10,24.1,Y
IDCJAC0001,070014,1963,11,41.0,Y
IDCJAC0001,070014,1963,12,64.0,Y
IDCJAC0001,070014,1964,01,25.5,Y
IDCJAC0001,070014,1964,02,21.6,Y
IDCJAC0001,070014,1964,03,24.6,Y
IDCJAC0001,070014,1964,04,123.6,Y
IDCJAC0001,070014,1964,05,36.1,Y
IDCJAC0001,070014,1964,06,23.6,Y
IDCJAC0001,070014,1964,07,85.7,Y
IDCJAC0001,070014,1964,08,41.7,Y
IDCJAC0001,070014,1964,09,71.6,Y
IDCJAC0001,070014,1964,10,122.4,Y
IDCJAC0001,070014,1964,11,21.7,Y
IDCJAC0001,070014,1964,12,45.0,Y
IDCJAC0001,070014,1965,01,1.3,Y
IDCJAC0001,070014,1965,02,1.5,Y
IDCJAC0001,070014,1965,03,1.7,Y
IDCJAC0001,070014,1965,04,10.4,Y
IDCJAC0001,070014,1965,05,11.7,Y
IDCJAC0001,070014,1965,06,20.4,Y
IDCJAC0001,070014,1965,07,15.8,Y
IDCJAC0001,070014,1965,08,49.5,Y
IDCJAC0001,070014,1965,09,73.4,Y
IDCJAC0001,070014,1965,10,137.0,Y
IDCJAC0001,070014,1965,11,32.3,Y
IDCJAC0001,070014,1965,12,45.3,Y
IDCJAC0001,070014,1966,01,49.3,Y
IDCJAC0001,070014,1966,02,69.6,Y
IDCJAC0001,070014,1966,03,73.5,Y
IDCJAC0001,070014,1966,04,3.4,Y
IDCJAC0001,070014,1966,05,37.9,Y
IDCJAC0001,070014,1966,06,44.1,Y
IDCJAC0001,070014,1966,07,28.9,Y
IDCJAC0001,070014,1966,08,48.8,Y
IDCJAC0001,070014,1966,09,65.7,Y
IDCJAC0001,070014,1966,10,89.8,Y
IDCJAC0001,070014,1966,11,105.2,Y
IDCJAC0001,070014,1966,12,75.9,Y
IDCJAC0001,070014,1967,01,56.4,Y
IDCJAC0001,070014,1967,02,14.8,Y
IDCJAC0001,070014,1967,03,10.2,Y
IDCJAC0001,070014,1967,04,8.9,Y
IDCJAC0001,070014,1967,05,17.7,Y
IDCJAC0001,070014,1967,06,16.4,Y
IDCJAC0001,070014,1967,07,12.4,Y
IDCJAC0001,070014,1967,08,89.7,Y
IDCJAC0001,070014,1967,09,31.5,Y
IDCJAC0001,070014,1967,10,49.3,Y
IDCJAC0001,070014,1967,11,44.7,Y
IDCJAC0001,070014,1967,12,0.0,Y
IDCJAC0001,070014,1968,01,38.4,Y
IDCJAC0001,070014,1968,02,0.0,Y
IDCJAC0001,070014,1968,03,32.1,Y
IDCJAC0001,070014,1968,04,38.7,Y
IDCJAC0001,070014,1968,05,134.2,Y
IDCJAC0001,070014,1968,06,22.5,Y
IDCJAC0001,070014,1968,07,22.4,Y
IDCJAC0001,070014,1968,08,58.3,Y
IDCJAC0001,070014,1968,09,12.4,Y
IDCJAC0001,070014,1968,10,50.5,Y
IDCJAC0001,070014,1968,11,23.7,Y
IDCJAC0001,070014,1968,12,82.0,Y
IDCJAC0001,070014,1969,01,17.0,Y
IDCJAC0001,070014,1969,02,106.6,Y
IDCJAC0001,070014,1969,03,50.2,Y
IDCJAC0001,070014,1969,04,82.4,Y
IDCJAC0001,070014,1969,05,41.9,Y
IDCJAC0001,070014,1969,06,58.7,Y
IDCJAC0001,070014,1969,07,44.5,Y
IDCJAC0001,070014,1969,08,51.0,Y
IDCJAC0001,070014,1969,09,40.6,Y
IDCJAC0001,070014,1969,10,139.5,Y
IDCJAC0001,070014,1969,11,94.3,Y
IDCJAC0001,070014,1969,12,32.4,Y
IDCJAC0001,070014,1970,01,59.5,Y
IDCJAC0001,070014,1970,02,94.8,Y
IDCJAC0001,070014,1970,03,60.0,Y
IDCJAC0001,070014,1970,04,51.5,Y
IDCJAC0001,070014,1970,05,34.2,Y
IDCJAC0001,070014,1970,06,29.4,Y
IDCJAC0001,070014,1970,07,4.2,Y
IDCJAC0001,070014,1970,08,54.5,Y
IDCJAC0001,070014,1970,09,115.7,Y
IDCJAC0001,070014,1970,10,31.9,Y
IDCJAC0001,070014,1970,11,111.6,Y
IDCJAC0001,070014,1970,12,75.1,Y
IDCJAC0001,070014,1971,01,115.0,Y
IDCJAC0001,070014,1971,02,109.6,Y
IDCJAC0001,070014,1971,03,24.3,Y
IDCJAC0001,070014,1971,04,19.3,Y
IDCJAC0001,070014,1971,05,23.1,Y
IDCJAC0001,070014,1971,06,4.8,Y
IDCJAC0001,070014,1971,07,13.5,Y
IDCJAC0001,070014,1971,08,47.6,Y
IDCJAC0001,070014,1971,09,43.7,Y
IDCJAC0001,070014,1971,10,37.4,Y
IDCJAC0001,070014,1971,11,82.6,Y
IDCJAC0001,070014,1971,12,95.1,Y
IDCJAC0001,070014,1972,01,60.5,Y
IDCJAC0001,070014,1972,02,45.9,Y
IDCJAC0001,070014,1972,03,23.9,Y
IDCJAC0001,070014,1972,04,22.0,Y
IDCJAC0001,070014,1972,05,39.1,Y
IDCJAC0001,070014,1972,06,9.0,Y
IDCJAC0001,070014,1972,07,6.8,Y
IDCJAC0001,070014,1972,08,68.0,Y
IDCJAC0001,070014,1972,09,12.6,Y
IDCJAC0001,070014,1972,10,53.0,Y
IDCJAC0001,070014,1972,11,52.0,Y
IDCJAC0001,070014,1972,12,3.3,Y
IDCJAC0001,070014,1973,01,46.7,Y
IDCJAC0001,070014,1973,02,135.0,Y
IDCJAC0001,070014,1973,03,46.6,Y
IDCJAC0001,070014,1973,04,8.2,Y
IDCJAC0001,070014,1973,05,52.2,Y
IDCJAC0001,070014,1973,06,29.6,Y
IDCJAC0001,070014,1973,07,70.5,Y
IDCJAC0001,070014,1973,08,64.1,Y
IDCJAC0001,070014,1973,09,38.2,Y
IDCJAC0001,070014,1973,10,104.2,Y
IDCJAC0001,070014,1973,11,117.3,Y
IDCJAC0001,070014,1973,12,42.4,Y
IDCJAC0001,070014,1974,01,105.8,Y
IDCJAC0001,070014,1974,02,87.6,Y
IDCJAC0001,070014,1974,03,43.8,Y
IDCJAC0001,070014,1974,04,164.4,Y
IDCJAC0001,070014,1974,05,49.8,Y
IDCJAC0001,070014,1974,06,21.8,Y
IDCJAC0001,070014,1974,07,43.2,Y
IDCJAC0001,070014,1974,08,156.2,Y
IDCJAC0001,070014,1974,09,64.2,Y
IDCJAC0001,070014,1974,10,145.6,Y
IDCJAC0001,070014,1974,11,92.0,Y
IDCJAC0001,070014,1974,12,2.6,Y
IDCJAC0001,070014,1975,01,72.0,Y
IDCJAC0001,070014,1975,02,109.2,Y
IDCJAC0001,070014,1975,03,47.2,Y
IDCJAC0001,070014,1975,04,50.2,Y
IDCJAC0001,070014,1975,05,15.2,Y
IDCJAC0001,070014,1975,06,83.4,Y
IDCJAC0001,070014,1975,07,72.2,Y
IDCJAC0001,070014,1975,08,37.8,Y
IDCJAC0001,070014,1975,09,102.2,Y
IDCJAC0001,070014,1975,10,111.0,Y
IDCJAC0001,070014,1975,11,39.0,Y
IDCJAC0001,070014,1975,12,31.6,Y
IDCJAC0001,070014,1976,01,79.0,Y
IDCJAC0001,070014,1976,02,81.0,Y
IDCJAC0001,070014,1976,03,29.8,Y
IDCJAC0001,070014,1976,04,41.6,Y
IDCJAC0001,070014,1976,05,0.8,Y
IDCJAC0001,070014,1976,06,12.0,Y
IDCJAC0001,070014,1976,07,30.0,Y
IDCJAC0001,070014,1976,08,23.4,Y
IDCJAC0001,070014,1976,09,65.0,Y
IDCJAC0001,070014,1976,10,161.0,Y
IDCJAC0001,070014,1976,11,49.6,Y
IDCJAC0001,070014,1976,12,19.6,Y
IDCJAC0001,070014,1977,01,28.4,Y
IDCJAC0001,070014,1977,02,148.2,Y
IDCJAC0001,070014,1977,03,62.8,Y
IDCJAC0001,070014,1977,04,51.0,Y
IDCJAC0001,070014,1977,05,73.4,Y
IDCJAC0001,070014,1977,06,28.2,Y
IDCJAC0001,070014,1977,07,9.4,Y
IDCJAC0001,070014,1977,08,21.0,Y
IDCJAC0001,070014,1977,09,79.2,Y
IDCJAC0001,070014,1977,10,2.4,Y
IDCJAC0001,070014,1977,11,4.4,Y
IDCJAC0001,070014,1977,12,4.6,Y
IDCJAC0001,070014,1978,01,136.6,Y
IDCJAC0001,070014,1978,02,4.0,Y
IDCJAC0001,070014,1978,03,122.0,Y
IDCJAC0001,070014,1978,04,42.6,Y
IDCJAC0001,070014,1978,05,74.6,Y
IDCJAC0001,070014,1978,06,40.8,Y
IDCJAC0001,070014,1978,07,51.0,Y
IDCJAC0001,070014,1978,08,13.2,Y
IDCJAC0001,070014,1978,09,150.6,Y
IDCJAC0001,070014,1978,10,25.2,Y
IDCJAC0001,070014,1978,11,51.2,Y
IDCJAC0001,070014,1978,12,59.2,Y
IDCJAC0001,070014,1979,01,6.0,Y
IDCJAC0001,070014,1979,02,0.8,Y
IDCJAC0001,070014,1979,03,129.8,Y
IDCJAC0001,070014,1979,04,55.4,Y
IDCJAC0001,070014,1979,05,12.2,Y
IDCJAC0001,070014,1979,06,4.0,Y
IDCJAC0001,070014,1979,07,6.0,Y
IDCJAC0001,070014,1979,08,43.4,Y
IDCJAC0001,070014,1979,09,42.4,Y
IDCJAC0001,070014,1979,10,36.0,Y
IDCJAC0001,070014,1979,11,55.2,Y
IDCJAC0001,070014,1979,12,1.0,Y
IDCJAC0001,070014,1980,01,77.0,Y
IDCJAC0001,070014,1980,02,57.2,Y
IDCJAC0001,070014,1980,03,9.6,Y
IDCJAC0001,070014,1980,04,1.0,Y
IDCJAC0001,070014,1980,05,44.2,Y
IDCJAC0001,070014,1980,06,31.0,Y
IDCJAC0001,070014,1980,07,36.2,Y
IDCJAC0001,070014,1980,08,22.2,Y
IDCJAC0001,070014,1980,09,27.4,Y
IDCJAC0001,070014,1980,10,47.0,Y
IDCJAC0001,070014,1980,11,55.4,Y
IDCJAC0001,070014,1980,12,68.6,Y
IDCJAC0001,070014,1981,01,32.0,Y
IDCJAC0001,070014,1981,02,140.2,Y
IDCJAC0001,070014,1981,03,19.8,Y
IDCJAC0001,070014,1981,04,12.6,Y
IDCJAC0001,070014,1981,05,46.8,Y
IDCJAC0001,070014,1981,06,110.4,Y
IDCJAC0001,070014,1981,07,72.8,Y
IDCJAC0001,070014,1981,08,57.8,Y
IDCJAC0001,070014,1981,09,24.2,Y
IDCJAC0001,070014,1981,10,29.4,Y
IDCJAC0001,070014,1981,11,69.0,Y
IDCJAC0001,070014,1981,12,36.4,Y
IDCJAC0001,070014,1982,01,18.2,Y
IDCJAC0001,070014,1982,02,18.4,Y
IDCJAC0001,070014,1982,03,97.4,Y
IDCJAC0001,070014,1982,04,7.6,Y
IDCJAC0001,070014,1982,05,0.0,Y
IDCJAC0001,070014,1982,06,14.8,Y
IDCJAC0001,070014,1982,07,3.8,Y
IDCJAC0001,070014,1982,08,10.8,Y
IDCJAC0001,070014,1982,09,53.2,Y
IDCJAC0001,070014,1982,10,10.8,Y
IDCJAC0001,070014,1982,11,0.2,Y
IDCJAC0001,070014,1982,12,26.4,Y
IDCJAC0001,070014,1983,01,28.6,Y
IDCJAC0001,070014,1983,02,33.2,Y
IDCJAC0001,070014,1983,03,63.6,Y
IDCJAC0001,070014,1983,04,47.2,Y
IDCJAC0001,070014,1983,05,96.4,Y
IDCJAC0001,070014,1983,06,28.8,Y
IDCJAC0001,070014,1983,07,29.2,Y
IDCJAC0001,070014,1983,08,50.2,Y
IDCJAC0001,070014,1983,09,61.4,Y
IDCJAC0001,070014,1983,10,116.6,Y
IDCJAC0001,070014,1983,11,111.6,Y
IDCJAC0001,070014,1983,12,90.2,Y
IDCJAC0001,070014,1984,01,185.4,Y
IDCJAC0001,070014,1984,02,59.2,Y
IDCJAC0001,070014,1984,03,56.4,Y
IDCJAC0001,070014,1984,04,97.0,Y
IDCJAC0001,070014,1984,05,16.4,Y
IDCJAC0001,070014,1984,06,8.4,Y
IDCJAC0001,070014,1984,07,89.2,Y
IDCJAC0001,070014,1984,08,58.8,Y
IDCJAC0001,070014,1984,09,62.0,Y
IDCJAC0001,070014,1984,10,42.6,Y
IDCJAC0001,070014,1984,11,36.2,Y
IDCJAC0001,070014,1984,12,28.0,Y
IDCJAC0001,070014,1985,01,2.8,Y
IDCJAC0001,070014,1985,02,8.8,Y
IDCJAC0001,070014,1985,03,67.2,Y
IDCJAC0001,070014,1985,04,24.6,Y
IDCJAC0001,070014,1985,05,47.6,Y
IDCJAC0001,070014,1985,06,33.2,Y
IDCJAC0001,070014,1985,07,24.0,Y
IDCJAC0001,070014,1985,08,120.2,Y
IDCJAC0001,070014,1985,09,72.6,Y
IDCJAC0001,070014,1985,10,63.2,Y
IDCJAC0001,070014,1985,11,73.8,Y
IDCJAC0001,070014,1985,12,29.8,Y
IDCJAC0001,070014,1986,01,49.2,Y
IDCJAC0001,070014,1986,02,0.4,Y
IDCJAC0001,070014,1986,03,2.2,Y
IDCJAC0001,070014,1986,04,57.4,Y
IDCJAC0001,070014,1986,05,47.4,Y
IDCJAC0001,070014,1986,06,6.6,Y
IDCJAC0001,070014,1986,07,88.8,Y
IDCJAC0001,070014,1986,08,53.8,Y
IDCJAC0001,070014,1986,09,33.6,Y
IDCJAC0001,070014,1986,10,73.0,Y
IDCJAC0001,070014,1986,11,96.2,Y
IDCJAC0001,070014,1986,12,21.0,Y
IDCJAC0001,070014,1987,01,27.2,Y
IDCJAC0001,070014,1987,02,84.8,Y
IDCJAC0001,070014,1987,03,30.4,Y
IDCJAC0001,070014,1987,04,12.4,Y
IDCJAC0001,070014,1987,05,56.6,Y
IDCJAC0001,070014,1987,06,40.4,Y
