,Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
528,IDCJAC0001,70014,1983,3,63.6,Y
529,IDCJAC0001,70014,1983,4,47.2,Y
530,IDCJAC0001,70014,1983,5,96.4,Y
531,IDCJAC0001,70014,1983,6,28.8,Y
532,IDCJAC0001,70014,1983,7,29.2,Y
533,IDCJAC0001,70014,1983,8,50.2,Y
534,IDCJAC0001,70014,1983,9,61.4,Y
535,IDCJAC0001,70014,1983,10,116.6,Y
536,IDCJAC0001,70014,1983,11,111.6,Y
537,IDCJAC0001,70014,1983,12,90.2,Y
538,IDCJAC0001,70014,1984,1,185.4,Y
539,IDCJAC0001,70014,1984,2,59.2,Y
540,IDCJAC0001,70014,1984,3,56.4,Y
541,IDCJAC0001,70014,1984,4,97.0,Y
542,IDCJAC0001,70014,1984,5,16.4,Y
543,IDCJAC0001,70014,1984,6,8.4,Y
544,IDCJAC0001,70014,1984,7,89.2,Y
545,IDCJAC0001,70014,1984,8,58.8,Y
546,IDCJAC0001,70014,1984,9,62.0,Y
547,IDCJAC0001,70014,1984,10,42.6,Y
548,IDCJAC0001,70014,1984,11,36.2,Y
549,IDCJAC0001,70014,1984,12,28.0,Y
550,IDCJAC0001,70014,1985,1,2.8,Y
551,IDCJAC0001,70014,1985,2,8.8,Y
552,IDCJAC0001,70014,1985,3,67.2,Y
553,IDCJAC0001,70014,1985,4,24.6,Y
554,IDCJAC0001,70014,1985,5,47.6,Y
555,IDCJAC0001,70014,1985,6,33.2,Y
556,IDCJAC0001,70014,1985,7,24.0,Y
557,IDCJAC0001,70014,1985,8,120.2,Y
558,IDCJAC0001,70014,1985,9,72.6,Y
559,IDCJAC0001,70014,1985,10,63.2,Y
560,IDCJAC0001,70014,1985,11,73.8,Y
561,IDCJAC0001,70014,1985,12,29.8,Y
562,IDCJAC0001,70014,1986,1,49.2,Y
563,IDCJAC0001,70014,1986,2,0.4,Y
564,IDCJAC0001,70014,1986,3,2.2,Y
565,IDCJAC0001,70014,1986,4,57.4,Y
566,IDCJAC0001,70014,1986,5,47.4,Y
567,IDCJAC0001,70014,1986,6,6.6,Y
568,IDCJAC0001,70014,1986,7,88.8,Y
569,IDCJAC0001,70014,1986,8,53.8,Y
570,IDCJAC0001,70014,1986,9,33.6,Y
571,IDCJAC0001,70014,1986,10,73.0,Y
572,IDCJAC0001,70014,1986,11,96.2,Y
573,IDCJAC0001,70014,1986,12,21.0,Y
574,IDCJAC0001,70014,1987,1,27.2,Y
575,IDCJAC0001,70014,1987,2,84.8,Y
576,IDCJAC0001,70014,1987,3,30.4,Y
577,IDCJAC0001,70014,1987,4,12.4,Y
578,IDCJAC0001,70014,1987,5,56.6,Y
579,IDCJAC0001,70014,1987,6,40.4,Y
580,IDCJAC0001,70014,1987,7,37.8,Y
581,IDCJAC0001,70014,1987,8,45.4,Y
582,IDCJAC0001,70014,1987,9,24.0,Y
583,IDCJAC0001,70014,1987,10,57.8,Y
584,IDCJAC0001,70014,1987,11,55.0,Y
585,IDCJAC0001,70014,1987,12,116.0,Y
586,IDCJAC0001,70014,1988,1,11.6,Y
587,IDCJAC0001,70014,1988,2,46.6,Y
588,IDCJAC0001,70014,1988,3,16.8,Y
589,IDCJAC0001,70014,1988,4,100.8,Y
590,IDCJAC0001,70014,1988,5,72.4,Y
591,IDCJAC0001,70014,1988,6,56.0,Y
592,IDCJAC0001,70014,1988,7,99.8,Y
593,IDCJAC0001,70014,1988,8,49.8,Y
594,IDCJAC0001,70014,1988,9,63.2,Y
595,IDCJAC0001,70014,1988,10,29.2,Y
596,IDCJAC0001,70014,1988,11,97.4,Y
597,IDCJAC0001,70014,1988,12,121.4,Y
598,IDCJAC0001,70014,1989,1,23.2,Y
599,IDCJAC0001,70014,1989,2,4.8,Y
600,IDCJAC0001,70014,1989,3,243.6,Y
601,IDCJAC0001,70014,1989,4,187.2,Y
602,IDCJAC0001,70014,1989,5,47.0,Y
603,IDCJAC0001,70014,1989,6,25.0,Y
604,IDCJAC0001,70014,1989,7,40.6,Y
605,IDCJAC0001,70014,1989,8,24.2,Y
606,IDCJAC0001,70014,1989,9,14.0,Y
607,IDCJAC0001,70014,1989,10,30.4,Y
608,IDCJAC0001,70014,1989,11,136.2,Y
609,IDCJAC0001,70014,1989,12,49.2,Y
610,IDCJAC0001,70014,1990,1,35.0,Y
611,IDCJAC0001,70014,1990,2,80.8,Y
612,IDCJAC0001,70014,1990,3,6.2,Y
613,IDCJAC0001,70014,1990,4,137.6,Y
614,IDCJAC0001,70014,1990,5,82.2,Y
615,IDCJAC0001,70014,1990,6,18.0,Y
616,IDCJAC0001,70014,1990,7,55.4,Y
617,IDCJAC0001,70014,1990,8,44.4,Y
618,IDCJAC0001,70014,1990,9,32.0,Y
619,IDCJAC0001,70014,1990,10,58.4,Y
620,IDCJAC0001,70014,1990,11,23.2,Y
621,IDCJAC0001,70014,1990,12,44.0,Y
622,IDCJAC0001,70014,1991,1,82.2,Y
623,IDCJAC0001,70014,1991,2,19.2,Y
624,IDCJAC0001,70014,1991,3,16.0,Y
625,IDCJAC0001,70014,1991,4,16.2,Y
626,IDCJAC0001,70014,1991,5,32.2,Y
627,IDCJAC0001,70014,1991,6,97.0,Y
628,IDCJAC0001,70014,1991,7,108.0,Y
629,IDCJAC0001,70014,1991,8,70.6,Y
630,IDCJAC0001,70014,1991,9,57.6,Y
631,IDCJAC0001,70014,1991,10,21.8,Y
632,IDCJAC0001,70014,1991,11,21.4,Y
633,IDCJAC0001,70014,1991,12,56.0,Y
634,IDCJAC0001,70014,1992,1,115.0,Y
635,IDCJAC0001,70014,1992,2,73.0,Y
636,IDCJAC0001,70014,1992,3,54.4,Y
637,IDCJAC0001,70014,1992,4,33.0,Y
638,IDCJAC0001,70014,1992,5,38.0,Y
639,IDCJAC0001,70014,1992,6,23.6,Y
640,IDCJAC0001,70014,1992,7,16.8,Y
641,IDCJAC0001,70014,1992,8,75.0,Y
642,IDCJAC0001,70014,1992,9,67.4,Y
643,IDCJAC0001,70014,1992,10,78.8,Y
644,IDCJAC0001,70014,1992,11,111.0,Y
645,IDCJAC0001,70014,1992,12,84.8,Y
646,IDCJAC0001,70014,1993,1,133.0,Y
647,IDCJAC0001,70014,1993,2,32.4,Y
648,IDCJAC0001,70014,1993,3,100.8,Y
649,IDCJAC0001,70014,1993,4,22.4,Y
650,IDCJAC0001,70014,1993,5,20.0,Y
651,IDCJAC0001,70014,1993,6,25.4,Y
652,IDCJAC0001,70014,1993,7,121.0,Y
653,IDCJAC0001,70014,1993,8,12.4,Y
654,IDCJAC0001,70014,1993,9,80.6,Y
655,IDCJAC0001,70014,1993,10,54.4,Y
656,IDCJAC0001,70014,1993,11,66.6,Y
657,IDCJAC0001,70014,1993,12,23.2,Y
658,IDCJAC0001,70014,1994,1,9.2,Y
659,IDCJAC0001,70014,1994,2,66.4,Y
660,IDCJAC0001,70014,1994,3,21.4,Y
661,IDCJAC0001,70014,1994,4,70.4,Y
662,IDCJAC0001,70014,1994,5,5.8,Y
663,IDCJAC0001,70014,1994,6,35.0,Y
664,IDCJAC0001,70014,1994,7,9.2,Y
665,IDCJAC0001,70014,1994,8,2.0,Y
666,IDCJAC0001,70014,1994,9,3.0,Y
667,IDCJAC0001,70014,1994,10,46.8,Y
668,IDCJAC0001,70014,1994,11,46.4,Y
669,IDCJAC0001,70014,1994,12,67.8,Y
670,IDCJAC0001,70014,1995,1,218.4,Y
671,IDCJAC0001,70014,1995,2,3.6,Y
672,IDCJAC0001,70014,1995,3,4.4,Y
673,IDCJAC0001,70014,1995,4,10.8,Y
674,IDCJAC0001,70014,1995,5,137.4,Y
675,IDCJAC0001,70014,1995,6,38.8,Y
676,IDCJAC0001,70014,1995,7,53.4,Y
677,IDCJAC0001,70014,1995,8,5.2,Y
678,IDCJAC0001,70014,1995,9,42.8,Y
679,IDCJAC0001,70014,1995,10,87.0,Y
680,IDCJAC0001,70014,1995,11,138.2,Y
681,IDCJAC0001,70014,1995,12,61.0,Y
682,IDCJAC0001,70014,1996,1,84.8,Y
683,IDCJAC0001,70014,1996,2,38.4,Y
684,IDCJAC0001,70014,1996,3,20.6,Y
685,IDCJAC0001,70014,1996,4,18.2,Y
686,IDCJAC0001,70014,1996,5,59.8,Y
687,IDCJAC0001,70014,1996,6,35.8,Y
688,IDCJAC0001,70014,1996,7,73.0,Y
689,IDCJAC0001,70014,1996,8,45.4,Y
690,IDCJAC0001,70014,1996,9,88.6,Y
691,IDCJAC0001,70014,1996,10,67.8,Y
692,IDCJAC0001,70014,1996,11,79.2,Y
693,IDCJAC0001,70014,1996,12,61.0,Y
694,IDCJAC0001,70014,1997,1,51.2,Y
695,IDCJAC0001,70014,1997,2,28.6,Y
696,IDCJAC0001,70014,1997,3,30.8,Y
697,IDCJAC0001,70014,1997,4,0.6,Y
698,IDCJAC0001,70014,1997,5,29.4,Y
699,IDCJAC0001,70014,1997,6,118.2,Y
700,IDCJAC0001,70014,1997,7,12.4,Y
701,IDCJAC0001,70014,1997,8,26.0,Y
702,IDCJAC0001,70014,1997,9,84.0,Y
703,IDCJAC0001,70014,1997,10,15.0,Y
704,IDCJAC0001,70014,1997,11,20.0,Y
705,IDCJAC0001,70014,1997,12,9.8,Y
706,IDCJAC0001,70014,1998,1,22.8,Y
707,IDCJAC0001,70014,1998,2,38.4,Y
708,IDCJAC0001,70014,1998,3,3.6,Y
709,IDCJAC0001,70014,1998,4,51.4,Y
710,IDCJAC0001,70014,1998,5,37.8,Y
711,IDCJAC0001,70014,1998,6,117.4,Y
712,IDCJAC0001,70014,1998,7,69.8,Y
713,IDCJAC0001,70014,1998,8,118.6,Y
714,IDCJAC0001,70014,1998,9,57.0,Y
715,IDCJAC0001,70014,1998,10,59.0,Y
716,IDCJAC0001,70014,1998,11,79.6,Y
717,IDCJAC0001,70014,1998,12,13.8,Y
718,IDCJAC0001,70014,1999,1,97.4,Y
719,IDCJAC0001,70014,1999,2,10.0,Y
720,IDCJAC0001,70014,1999,3,70.8,Y
721,IDCJAC0001,70014,1999,4,53.8,Y
722,IDCJAC0001,70014,1999,5,23.0,Y
723,IDCJAC0001,70014,1999,6,35.8,Y
724,IDCJAC0001,70014,1999,7,18.2,Y
725,IDCJAC0001,70014,1999,8,45.6,Y
726,IDCJAC0001,70014,1999,9,70.0,Y
727,IDCJAC0001,70014,1999,10,106.2,Y
728,IDCJAC0001,70014,1999,11,41.4,Y
729,IDCJAC0001,70014,1999,12,139.6,Y
730,IDCJAC0001,70014,2000,1,35.8,Y
731,IDCJAC0001,70014,2000,2,14.6,Y
732,IDCJAC0001,70014,2000,3,43.4,Y
733,IDCJAC0001,70014,2000,4,61.8,Y
734,IDCJAC0001,70014,2000,5,58.0,Y
735,IDCJAC0001,70014,2000,6,26.6,Y
736,IDCJAC0001,70014,2000,7,31.0,Y
737,IDCJAC0001,70014,2000,8,64.6,Y
738,IDCJAC0001,70014,2000,9,85.6,Y
739,IDCJAC0001,70014,2000,10,56.8,Y
740,IDCJAC0001,70014,2000,11,121.2,Y
741,IDCJAC0001,70014,2000,12,27.0,Y
742,IDCJAC0001,70014,2001,1,40.4,Y
743,IDCJAC0001,70014,2001,2,98.0,Y
744,IDCJAC0001,70014,2001,3,48.6,Y
745,IDCJAC0001,70014,2001,4,10.6,Y
746,IDCJAC0001,70014,2001,5,2.6,Y
747,IDCJAC0001,70014,2001,6,31.8,Y
748,IDCJAC0001,70014,2001,7,38.8,Y
749,IDCJAC0001,70014,2001,8,60.8,Y
750,IDCJAC0001,70014,2001,9,62.2,Y
751,IDCJAC0001,70014,2001,10,45.6,Y
752,IDCJAC0001,70014,2001,11,45.4,Y
753,IDCJAC0001,70014,2001,12,15.2,Y
754,IDCJAC0001,70014,2002,1,26.4,Y
755,IDCJAC0001,70014,2002,2,211.0,Y
756,IDCJAC0001,70014,2002,3,40.8,Y
757,IDCJAC0001,70014,2002,4,21.2,Y
758,IDCJAC0001,70014,2002,5,27.0,Y
759,IDCJAC0001,70014,2002,6,40.8,Y
760,IDCJAC0001,70014,2002,7,16.8,Y
761,IDCJAC0001,70014,2002,8,22.8,Y
762,IDCJAC0001,70014,2002,9,58.4,Y
763,IDCJAC0001,70014,2002,10,11.6,Y
764,IDCJAC0001,70014,2002,11,10.4,Y
765,IDCJAC0001,70014,2002,12,18.2,Y
766,IDCJAC0001,70014,2003,1,11.4,Y
767,IDCJAC0001,70014,2003,2,55.2,Y
768,IDCJAC0001,70014,2003,3,58.4,Y
769,IDCJAC0001,70014,2003,4,15.4,Y
770,IDCJAC0001,70014,2003,5,14.6,Y
771,IDCJAC0001,70014,2003,6,46.6,Y
772,IDCJAC0001,70014,2003,7,36.4,Y
773,IDCJAC0001,70014,2003,8,66.2,Y
774,IDCJAC0001,70014,2003,9,44.8,Y
775,IDCJAC0001,70014,2003,10,59.6,Y
776,IDCJAC0001,70014,2003,11,73.2,Y
777,IDCJAC0001,70014,2003,12,87.4,Y
778,IDCJAC0001,70014,2004,1,49.0,Y
779,IDCJAC0001,70014,2004,2,21.4,Y
780,IDCJAC0001,70014,2004,3,4.4,Y
781,IDCJAC0001,70014,2004,4,2.4,Y
782,IDCJAC0001,70014,2004,5,6.6,Y
783,IDCJAC0001,70014,2004,6,11.6,Y
784,IDCJAC0001,70014,2004,7,10.8,Y
785,IDCJAC0001,70014,2004,8,67.8,Y
786,IDCJAC0001,70014,2004,9,48.0,Y
787,IDCJAC0001,70014,2004,10,55.0,Y
788,IDCJAC0001,70014,2004,11,85.8,Y
789,IDCJAC0001,70014,2004,12,72.4,Y
790,IDCJAC0001,70014,2005,1,57.2,Y
791,IDCJAC0001,70014,2005,2,73.6,Y
792,IDCJAC0001,70014,2005,3,40.2,Y
793,IDCJAC0001,70014,2005,4,6.8,Y
794,IDCJAC0001,70014,2005,5,0.8,Y
795,IDCJAC0001,70014,2005,6,73.0,Y
796,IDCJAC0001,70014,2005,7,86.4,Y
797,IDCJAC0001,70014,2005,8,45.8,Y
798,IDCJAC0001,70014,2005,9,100.6,Y
799,IDCJAC0001,70014,2005,10,61.0,Y
800,IDCJAC0001,70014,2005,11,83.4,Y
801,IDCJAC0001,70014,2005,12,19.8,Y
802,IDCJAC0001,70014,2006,1,79.0,Y
803,IDCJAC0001,70014,2006,2,23.8,Y
804,IDCJAC0001,70014,2006,3,30.8,Y
805,IDCJAC0001,70014,2006,4,14.8,Y
806,IDCJAC0001,70014,2006,5,9.4,Y
807,IDCJAC0001,70014,2006,6,74.4,Y
808,IDCJAC0001,70014,2006,7,36.4,Y
809,IDCJAC0001,70014,2006,8,11.6,Y
810,IDCJAC0001,70014,2006,9,18.4,Y
811,IDCJAC0001,70014,2006,10,4.0,Y
812,IDCJAC0001,70014,2006,11,41.8,Y
813,IDCJAC0001,70014,2006,12,16.8,Y
814,IDCJAC0001,70014,2007,1,9.6,Y
815,IDCJAC0001,70014,2007,2,95.2,Y
816,IDCJAC0001,70014,2007,3,36.6,Y
817,IDCJAC0001,70014,2007,4,27.8,Y
818,IDCJAC0001,70014,2007,5,41.6,Y
819,IDCJAC0001,70014,2007,6,92.8,Y
820,IDCJAC0001,70014,2007,7,18.8,Y
821,IDCJAC0001,70014,2007,8,11.6,Y
822,IDCJAC0001,70014,2007,9,14.6,Y
823,IDCJAC0001,70014,2007,10,23.4,Y
824,IDCJAC0001,70014,2007,11,95.4,Y
825,IDCJAC0001,70014,2007,12,101.0,Y
826,IDCJAC0001,70014,2008,1,43.8,Y
827,IDCJAC0001,70014,2008,2,64.6,Y
828,IDCJAC0001,70014,2008,3,30.0,Y
829,IDCJAC0001,70014,2008,4,17.4,Y
830,IDCJAC0001,70014,2008,5,12.8,Y
831,IDCJAC0001,70014,2008,6,21.8,Y
832,IDCJAC0001,70014,2008,7,44.0,Y
833,IDCJAC0001,70014,2008,8,17.6,Y
834,IDCJAC0001,70014,2008,9,40.8,Y
835,IDCJAC0001,70014,2008,10,33.6,Y
836,IDCJAC0001,70014,2008,11,87.4,Y
837,IDCJAC0001,70014,2008,12,121.0,Y
838,IDCJAC0001,70014,2009,1,52.0,Y
839,IDCJAC0001,70014,2009,2,7.0,Y
840,IDCJAC0001,70014,2009,3,10.2,Y
841,IDCJAC0001,70014,2009,4,72.6,Y
842,IDCJAC0001,70014,2009,5,2.4,Y
843,IDCJAC0001,70014,2009,6,35.4,Y
844,IDCJAC0001,70014,2009,7,30.4,Y
845,IDCJAC0001,70014,2009,8,38.4,Y
846,IDCJAC0001,70014,2009,9,57.6,Y
847,IDCJAC0001,70014,2009,10,43.2,Y
848,IDCJAC0001,70014,2009,11,17.2,Y
849,IDCJAC0001,70014,2009,12,76.0,Y
850,IDCJAC0001,70014,2010,1,7.8,Y
851,IDCJAC0001,70014,2010,2,129.2,Y
852,IDCJAC0001,70014,2010,3,85.6,N
853,IDCJAC0001,70014,2010,4,18.0,N
854,IDCJAC0001,70014,2010,5,71.6,N
855,IDCJAC0001,70014,2010,6,19.0,N
856,IDCJAC0001,70014,2010,7,53.8,Y
857,IDCJAC0001,70014,2010,8,54.8,N
858,IDCJAC0001,70014,2010,9,34.0,N
859,IDCJAC0001,70014,2010,10,87.0,N
860,IDCJAC0001,70014,2010,11,103.0,N
861,IDCJAC0001,70014,2010,12,9.8,N
