,Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
59,IDCJAC0010,70014,1939,3,1,23.8,,Y
60,IDCJAC0010,70014,1939,3,2,23.4,1.0,Y
61,IDCJAC0010,70014,1939,3,3,23.1,1.0,Y
62,IDCJAC0010,70014,1939,3,4,24.0,1.0,Y
64,IDCJAC0010,70014,1939,3,6,25.6,,Y
65,IDCJAC0010,70014,1939,3,7,18.4,1.0,Y
66,IDCJAC0010,70014,1939,3,8,20.6,1.0,Y
67,IDCJAC0010,70014,1939,3,9,16.3,1.0,Y
68,IDCJAC0010,70014,1939,3,10,17.8,1.0,Y
69,IDCJAC0010,70014,1939,3,11,17.9,1.0,Y
70,IDCJAC0010,70014,1939,3,12,24.8,1.0,Y
71,IDCJAC0010,70014,1939,3,13,26.8,1.0,Y
72,IDCJAC0010,70014,1939,3,14,23.1,1.0,Y
73,IDCJAC0010,70014,1939,3,15,20.9,1.0,Y
74,IDCJAC0010,70014,1939,3,16,20.6,1.0,Y
75,IDCJAC0010,70014,1939,3,17,24.8,1.0,Y
76,IDCJAC0010,70014,1939,3,18,25.0,1.0,Y
77,IDCJAC0010,70014,1939,3,19,20.0,1.0,Y
78,IDCJAC0010,70014,1939,3,20,19.6,1.0,Y
79,IDCJAC0010,70014,1939,3,21,20.9,1.0,Y
80,IDCJAC0010,70014,1939,3,22,21.7,1.0,Y
81,IDCJAC0010,70014,1939,3,23,19.4,1.0,Y
82,IDCJAC0010,70014,1939,3,24,17.0,1.0,Y
83,IDCJAC0010,70014,1939,3,25,15.4,1.0,Y
84,IDCJAC0010,70014,1939,3,26,20.0,1.0,Y
85,IDCJAC0010,70014,1939,3,27,21.2,1.0,Y
86,IDCJAC0010,70014,1939,3,28,23.4,1.0,Y
87,IDCJAC0010,70014,1939,3,29,24.3,1.0,Y
88,IDCJAC0010,70014,1939,3,30,26.3,1.0,Y
89,IDCJAC0010,70014,1939,3,31,24.0,1.0,Y
90,IDCJAC0010,70014,1939,4,1,18.2,1.0,Y
91,IDCJAC0010,70014,1939,4,2,21.4,1.0,Y
92,IDCJAC0010,70014,1939,4,3,19.2,1.0,Y
93,IDCJAC0010,70014,1939,4,4,19.7,1.0,Y
94,IDCJAC0010,70014,1939,4,5,21.8,1.0,Y
95,IDCJAC0010,70014,1939,4,6,22.5,1.0,Y
96,IDCJAC0010,70014,1939,4,7,22.3,1.0,Y
97,IDCJAC0010,70014,1939,4,8,22.5,1.0,Y
98,IDCJAC0010,70014,1939,4,9,24.2,1.0,Y
99,IDCJAC0010,70014,1939,4,10,22.9,1.0,Y
100,IDCJAC0010,70014,1939,4,11,23.2,1.0,Y
101,IDCJAC0010,70014,1939,4,12,23.8,1.0,Y
102,IDCJAC0010,70014,1939,4,13,23.3,1.0,Y
103,IDCJAC0010,70014,1939,4,14,23.3,1.0,Y
104,IDCJAC0010,70014,1939,4,15,18.8,1.0,Y
105,IDCJAC0010,70014,1939,4,16,18.8,1.0,Y
106,IDCJAC0010,70014,1939,4,17,16.7,1.0,Y
107,IDCJAC0010,70014,1939,4,18,13.8,1.0,Y
108,IDCJAC0010,70014,1939,4,19,13.1,1.0,Y
109,IDCJAC0010,70014,1939,4,20,16.0,1.0,Y
110,IDCJAC0010,70014,1939,4,21,16.8,1.0,Y
111,IDCJAC0010,70014,1939,4,22,18.2,1.0,Y
112,IDCJAC0010,70014,1939,4,23,19.3,1.0,Y
113,IDCJAC0010,70014,1939,4,24,15.8,1.0,Y
114,IDCJAC0010,70014,1939,4,25,13.2,1.0,Y
115,IDCJAC0010,70014,1939,4,26,15.2,1.0,Y
116,IDCJAC0010,70014,1939,4,27,17.1,1.0,Y
117,IDCJAC0010,70014,1939,4,28,15.8,1.0,Y
118,IDCJAC0010,70014,1939,4,29,11.4,1.0,Y
119,IDCJAC0010,70014,1939,4,30,16.5,1.0,Y
120,IDCJAC0010,70014,1939,5,1,17.3,1.0,Y
121,IDCJAC0010,70014,1939,5,2,18.7,1.0,Y
122,IDCJAC0010,70014,1939,5,3,18.8,1.0,Y
123,IDCJAC0010,70014,1939,5,4,19.2,1.0,Y
124,IDCJAC0010,70014,1939,5,5,19.9,1.0,Y
125,IDCJAC0010,70014,1939,5,6,16.7,1.0,Y
126,IDCJAC0010,70014,1939,5,7,16.2,1.0,Y
127,IDCJAC0010,70014,1939,5,8,17.1,1.0,Y
128,IDCJAC0010,70014,1939,5,9,19.8,1.0,Y
129,IDCJAC0010,70014,1939,5,10,19.4,1.0,Y
130,IDCJAC0010,70014,1939,5,11,19.4,1.0,Y
131,IDCJAC0010,70014,1939,5,12,18.8,1.0,Y
132,IDCJAC0010,70014,1939,5,13,20.3,1.0,Y
133,IDCJAC0010,70014,1939,5,14,20.2,1.0,Y
134,IDCJAC0010,70014,1939,5,15,18.7,1.0,Y
135,IDCJAC0010,70014,1939,5,16,15.4,1.0,Y
136,IDCJAC0010,70014,1939,5,17,16.8,1.0,Y
137,IDCJAC0010,70014,1939,5,18,18.7,1.0,Y
138,IDCJAC0010,70014,1939,5,19,18.8,1.0,Y
139,IDCJAC0010,70014,1939,5,20,20.8,1.0,Y
140,IDCJAC0010,70014,1939,5,21,18.7,1.0,Y
141,IDCJAC0010,70014,1939,5,22,15.8,1.0,Y
142,IDCJAC0010,70014,1939,5,23,13.6,1.0,Y
143,IDCJAC0010,70014,1939,5,24,13.3,1.0,Y
144,IDCJAC0010,70014,1939,5,25,14.2,1.0,Y
145,IDCJAC0010,70014,1939,5,26,15.4,1.0,Y
146,IDCJAC0010,70014,1939,5,27,15.1,1.0,Y
147,IDCJAC0010,70014,1939,5,28,15.6,1.0,Y
148,IDCJAC0010,70014,1939,5,29,16.4,1.0,Y
149,IDCJAC0010,70014,1939,5,30,15.0,1.0,Y
150,IDCJAC0010,70014,1939,5,31,13.3,1.0,Y
151,IDCJAC0010,70014,1939,6,1,11.0,1.0,Y
152,IDCJAC0010,70014,1939,6,2,13.5,1.0,Y
153,IDCJAC0010,70014,1939,6,3,11.2,1.0,Y
154,IDCJAC0010,70014,1939,6,4,11.4,1.0,Y
155,IDCJAC0010,70014,1939,6,5,10.3,1.0,Y
156,IDCJAC0010,70014,1939,6,6,13.6,1.0,Y
157,IDCJAC0010,70014,1939,6,7,11.7,1.0,Y
158,IDCJAC0010,70014,1939,6,8,11.0,1.0,Y
159,IDCJAC0010,70014,1939,6,9,12.7,1.0,Y
160,IDCJAC0010,70014,1939,6,10,10.4,1.0,Y
161,IDCJAC0010,70014,1939,6,11,12.2,1.0,Y
162,IDCJAC0010,70014,1939,6,12,10.9,1.0,Y
163,IDCJAC0010,70014,1939,6,13,11.8,1.0,Y
164,IDCJAC0010,70014,1939,6,14,12.3,1.0,Y
165,IDCJAC0010,70014,1939,6,15,12.5,1.0,Y
166,IDCJAC0010,70014,1939,6,16,11.9,1.0,Y
167,IDCJAC0010,70014,1939,6,17,13.1,1.0,Y
168,IDCJAC0010,70014,1939,6,18,12.6,1.0,Y
169,IDCJAC0010,70014,1939,6,19,12.1,1.0,Y
170,IDCJAC0010,70014,1939,6,20,10.6,1.0,Y
171,IDCJAC0010,70014,1939,6,21,10.9,1.0,Y
172,IDCJAC0010,70014,1939,6,22,8.7,1.0,Y
173,IDCJAC0010,70014,1939,6,23,11.7,1.0,Y
174,IDCJAC0010,70014,1939,6,24,12.1,1.0,Y
175,IDCJAC0010,70014,1939,6,25,11.2,1.0,Y
176,IDCJAC0010,70014,1939,6,26,10.2,1.0,Y
177,IDCJAC0010,70014,1939,6,27,11.6,1.0,Y
178,IDCJAC0010,70014,1939,6,28,11.6,1.0,Y
179,IDCJAC0010,70014,1939,6,29,8.3,1.0,Y
180,IDCJAC0010,70014,1939,6,30,9.9,1.0,Y
181,IDCJAC0010,70014,1939,7,1,8.8,1.0,Y
182,IDCJAC0010,70014,1939,7,2,8.0,1.0,Y
183,IDCJAC0010,70014,1939,7,3,10.4,1.0,Y
184,IDCJAC0010,70014,1939,7,4,9.1,1.0,Y
185,IDCJAC0010,70014,1939,7,5,9.4,1.0,Y
186,IDCJAC0010,70014,1939,7,6,9.8,1.0,Y
187,IDCJAC0010,70014,1939,7,7,11.7,1.0,Y
188,IDCJAC0010,70014,1939,7,8,9.4,1.0,Y
189,IDCJAC0010,70014,1939,7,9,10.4,1.0,Y
190,IDCJAC0010,70014,1939,7,10,8.9,1.0,Y
191,IDCJAC0010,70014,1939,7,11,9.4,1.0,Y
192,IDCJAC0010,70014,1939,7,12,13.5,1.0,Y
193,IDCJAC0010,70014,1939,7,13,9.7,1.0,Y
194,IDCJAC0010,70014,1939,7,14,5.6,1.0,Y
195,IDCJAC0010,70014,1939,7,15,9.7,1.0,Y
196,IDCJAC0010,70014,1939,7,16,11.2,1.0,Y
197,IDCJAC0010,70014,1939,7,17,10.8,1.0,Y
198,IDCJAC0010,70014,1939,7,18,10.7,1.0,Y
199,IDCJAC0010,70014,1939,7,19,7.9,1.0,Y
200,IDCJAC0010,70014,1939,7,20,11.2,1.0,Y
201,IDCJAC0010,70014,1939,7,21,6.4,1.0,Y
202,IDCJAC0010,70014,1939,7,22,10.5,1.0,Y
203,IDCJAC0010,70014,1939,7,23,9.7,1.0,Y
204,IDCJAC0010,70014,1939,7,24,9.1,1.0,Y
205,IDCJAC0010,70014,1939,7,25,9.1,1.0,Y
206,IDCJAC0010,70014,1939,7,26,11.0,1.0,Y
207,IDCJAC0010,70014,1939,7,27,10.6,1.0,Y
208,IDCJAC0010,70014,1939,7,28,11.6,1.0,Y
209,IDCJAC0010,70014,1939,7,29,13.2,1.0,Y
210,IDCJAC0010,70014,1939,7,30,13.4,1.0,Y
211,IDCJAC0010,70014,1939,7,31,11.7,1.0,Y
212,IDCJAC0010,70014,1939,8,1,12.8,1.0,Y
213,IDCJAC0010,70014,1939,8,2,10.8,1.0,Y
214,IDCJAC0010,70014,1939,8,3,11.8,1.0,Y
215,IDCJAC0010,70014,1939,8,4,13.4,1.0,Y
216,IDCJAC0010,70014,1939,8,5,14.7,1.0,Y
217,IDCJAC0010,70014,1939,8,6,10.7,1.0,Y
218,IDCJAC0010,70014,1939,8,7,9.8,1.0,Y
219,IDCJAC0010,70014,1939,8,8,10.8,1.0,Y
220,IDCJAC0010,70014,1939,8,9,10.0,1.0,Y
221,IDCJAC0010,70014,1939,8,10,10.0,1.0,Y
222,IDCJAC0010,70014,1939,8,11,10.8,1.0,Y
223,IDCJAC0010,70014,1939,8,12,9.1,1.0,Y
224,IDCJAC0010,70014,1939,8,13,11.0,1.0,Y
225,IDCJAC0010,70014,1939,8,14,12.9,1.0,Y
226,IDCJAC0010,70014,1939,8,15,11.8,1.0,Y
227,IDCJAC0010,70014,1939,8,16,12.8,1.0,Y
228,IDCJAC0010,70014,1939,8,17,13.4,1.0,Y
229,IDCJAC0010,70014,1939,8,18,11.1,1.0,Y
230,IDCJAC0010,70014,1939,8,19,11.8,1.0,Y
231,IDCJAC0010,70014,1939,8,20,11.6,1.0,Y
232,IDCJAC0010,70014,1939,8,21,11.0,1.0,Y
233,IDCJAC0010,70014,1939,8,22,9.7,1.0,Y
234,IDCJAC0010,70014,1939,8,23,10.2,1.0,Y
235,IDCJAC0010,70014,1939,8,24,12.2,1.0,Y
236,IDCJAC0010,70014,1939,8,25,11.8,1.0,Y
237,IDCJAC0010,70014,1939,8,26,14.6,1.0,Y
238,IDCJAC0010,70014,1939,8,27,14.7,1.0,Y
239,IDCJAC0010,70014,1939,8,28,17.2,1.0,Y
240,IDCJAC0010,70014,1939,8,29,9.5,1.0,Y
241,IDCJAC0010,70014,1939,8,30,9.2,1.0,Y
242,IDCJAC0010,70014,1939,8,31,12.0,1.0,Y
243,IDCJAC0010,70014,1939,9,1,12.3,1.0,Y
244,IDCJAC0010,70014,1939,9,2,10.6,1.0,Y
245,IDCJAC0010,70014,1939,9,3,11.1,1.0,Y
246,IDCJAC0010,70014,1939,9,4,12.1,1.0,Y
247,IDCJAC0010,70014,1939,9,5,12.5,1.0,Y
248,IDCJAC0010,70014,1939,9,6,14.4,1.0,Y
249,IDCJAC0010,70014,1939,9,7,17.4,1.0,Y
250,IDCJAC0010,70014,1939,9,8,19.1,1.0,Y
251,IDCJAC0010,70014,1939,9,9,13.8,1.0,Y
252,IDCJAC0010,70014,1939,9,10,12.9,1.0,Y
253,IDCJAC0010,70014,1939,9,11,8.6,1.0,Y
254,IDCJAC0010,70014,1939,9,12,11.1,1.0,Y
255,IDCJAC0010,70014,1939,9,13,15.6,1.0,Y
256,IDCJAC0010,70014,1939,9,14,17.2,1.0,Y
257,IDCJAC0010,70014,1939,9,15,18.4,1.0,Y
258,IDCJAC0010,70014,1939,9,16,20.2,1.0,Y
259,IDCJAC0010,70014,1939,9,17,21.6,1.0,Y
260,IDCJAC0010,70014,1939,9,18,19.2,1.0,Y
261,IDCJAC0010,70014,1939,9,19,18.1,1.0,Y
262,IDCJAC0010,70014,1939,9,20,15.6,1.0,Y
263,IDCJAC0010,70014,1939,9,21,11.1,1.0,Y
264,IDCJAC0010,70014,1939,9,22,14.0,1.0,Y
265,IDCJAC0010,70014,1939,9,23,18.7,1.0,Y
266,IDCJAC0010,70014,1939,9,24,21.3,1.0,Y
267,IDCJAC0010,70014,1939,9,25,20.0,1.0,Y
268,IDCJAC0010,70014,1939,9,26,18.4,1.0,Y
269,IDCJAC0010,70014,1939,9,27,17.0,1.0,Y
270,IDCJAC0010,70014,1939,9,28,12.4,1.0,Y
271,IDCJAC0010,70014,1939,9,29,14.0,1.0,Y
272,IDCJAC0010,70014,1939,9,30,16.7,1.0,Y
273,IDCJAC0010,70014,1939,10,1,19.7,1.0,Y
274,IDCJAC0010,70014,1939,10,2,20.3,1.0,Y
275,IDCJAC0010,70014,1939,10,3,21.6,1.0,Y
276,IDCJAC0010,70014,1939,10,4,21.5,1.0,Y
277,IDCJAC0010,70014,1939,10,5,23.3,1.0,Y
278,IDCJAC0010,70014,1939,10,6,13.3,1.0,Y
279,IDCJAC0010,70014,1939,10,7,13.5,1.0,Y
280,IDCJAC0010,70014,1939,10,8,15.3,1.0,Y
281,IDCJAC0010,70014,1939,10,9,12.7,1.0,Y
282,IDCJAC0010,70014,1939,10,10,13.4,1.0,Y
283,IDCJAC0010,70014,1939,10,11,16.1,1.0,Y
284,IDCJAC0010,70014,1939,10,12,16.9,1.0,Y
285,IDCJAC0010,70014,1939,10,13,19.0,1.0,Y
286,IDCJAC0010,70014,1939,10,14,14.9,1.0,Y
287,IDCJAC0010,70014,1939,10,15,16.6,1.0,Y
288,IDCJAC0010,70014,1939,10,16,16.6,1.0,Y
289,IDCJAC0010,70014,1939,10,17,16.5,1.0,Y
290,IDCJAC0010,70014,1939,10,18,17.7,1.0,Y
291,IDCJAC0010,70014,1939,10,19,19.6,1.0,Y
292,IDCJAC0010,70014,1939,10,20,20.7,1.0,Y
293,IDCJAC0010,70014,1939,10,21,23.4,1.0,Y
294,IDCJAC0010,70014,1939,10,22,21.8,1.0,Y
295,IDCJAC0010,70014,1939,10,23,21.1,1.0,Y
296,IDCJAC0010,70014,1939,10,24,19.7,1.0,Y
297,IDCJAC0010,70014,1939,10,25,13.7,1.0,Y
298,IDCJAC0010,70014,1939,10,26,13.8,1.0,Y
299,IDCJAC0010,70014,1939,10,27,16.6,1.0,Y
300,IDCJAC0010,70014,1939,10,28,20.6,1.0,Y
301,IDCJAC0010,70014,1939,10,29,23.7,1.0,Y
302,IDCJAC0010,70014,1939,10,30,25.2,1.0,Y
303,IDCJAC0010,70014,1939,10,31,26.4,1.0,Y
304,IDCJAC0010,70014,1939,11,1,19.8,1.0,Y
305,IDCJAC0010,70014,1939,11,2,27.4,1.0,Y
306,IDCJAC0010,70014,1939,11,3,21.9,1.0,Y
307,IDCJAC0010,70014,1939,11,4,19.9,1.0,Y
308,IDCJAC0010,70014,1939,11,5,16.7,1.0,Y
309,IDCJAC0010,70014,1939,11,6,12.9,1.0,Y
310,IDCJAC0010,70014,1939,11,7,15.8,1.0,Y
311,IDCJAC0010,70014,1939,11,8,17.6,1.0,Y
312,IDCJAC0010,70014,1939,11,9,19.0,1.0,Y
313,IDCJAC0010,70014,1939,11,10,21.7,1.0,Y
314,IDCJAC0010,70014,1939,11,11,22.1,1.0,Y
315,IDCJAC0010,70014,1939,11,12,20.7,1.0,Y
316,IDCJAC0010,70014,1939,11,13,16.5,1.0,Y
317,IDCJAC0010,70014,1939,11,14,21.6,1.0,Y
318,IDCJAC0010,70014,1939,11,15,25.7,1.0,Y
319,IDCJAC0010,70014,1939,11,16,21.4,1.0,Y
320,IDCJAC0010,70014,1939,11,17,26.4,1.0,Y
321,IDCJAC0010,70014,1939,11,18,24.6,1.0,Y
322,IDCJAC0010,70014,1939,11,19,25.3,1.0,Y
323,IDCJAC0010,70014,1939,11,20,20.5,1.0,Y
324,IDCJAC0010,70014,1939,11,21,23.2,1.0,Y
325,IDCJAC0010,70014,1939,11,22,21.1,1.0,Y
326,IDCJAC0010,70014,1939,11,23,25.7,1.0,Y
327,IDCJAC0010,70014,1939,11,24,22.8,1.0,Y
328,IDCJAC0010,70014,1939,11,25,25.3,1.0,Y
329,IDCJAC0010,70014,1939,11,26,29.1,1.0,Y
330,IDCJAC0010,70014,1939,11,27,25.5,1.0,Y
331,IDCJAC0010,70014,1939,11,28,17.9,1.0,Y
332,IDCJAC0010,70014,1939,11,29,14.8,1.0,Y
333,IDCJAC0010,70014,1939,11,30,18.9,1.0,Y
334,IDCJAC0010,70014,1939,12,1,19.1,1.0,Y
335,IDCJAC0010,70014,1939,12,2,22.3,1.0,Y
336,IDCJAC0010,70014,1939,12,3,28.2,1.0,Y
337,IDCJAC0010,70014,1939,12,4,30.6,1.0,Y
338,IDCJAC0010,70014,1939,12,5,16.4,1.0,Y
339,IDCJAC0010,70014,1939,12,6,19.9,1.0,Y
340,IDCJAC0010,70014,1939,12,7,22.6,1.0,Y
341,IDCJAC0010,70014,1939,12,8,22.8,1.0,Y
342,IDCJAC0010,70014,1939,12,9,23.7,1.0,Y
343,IDCJAC0010,70014,1939,12,10,27.1,1.0,Y
344,IDCJAC0010,70014,1939,12,11,32.1,1.0,Y
345,IDCJAC0010,70014,1939,12,12,34.6,1.0,Y
346,IDCJAC0010,70014,1939,12,13,21.3,1.0,Y
347,IDCJAC0010,70014,1939,12,14,24.1,1.0,Y
348,IDCJAC0010,70014,1939,12,15,26.0,1.0,Y
349,IDCJAC0010,70014,1939,12,16,27.7,1.0,Y
350,IDCJAC0010,70014,1939,12,17,30.1,1.0,Y
351,IDCJAC0010,70014,1939,12,18,34.4,1.0,Y
352,IDCJAC0010,70014,1939,12,19,24.7,1.0,Y
353,IDCJAC0010,70014,1939,12,20,28.8,1.0,Y
354,IDCJAC0010,70014,1939,12,21,28.7,1.0,Y
355,IDCJAC0010,70014,1939,12,22,28.8,1.0,Y
356,IDCJAC0010,70014,1939,12,23,23.0,1.0,Y
357,IDCJAC0010,70014,1939,12,24,26.3,1.0,Y
358,IDCJAC0010,70014,1939,12,25,26.1,1.0,Y
359,IDCJAC0010,70014,1939,12,26,28.4,1.0,Y
360,IDCJAC0010,70014,1939,12,27,30.5,1.0,Y
361,IDCJAC0010,70014,1939,12,28,32.6,1.0,Y
362,IDCJAC0010,70014,1939,12,29,32.7,1.0,Y
363,IDCJAC0010,70014,1939,12,30,26.9,1.0,Y
364,IDCJAC0010,70014,1939,12,31,37.2,1.0,Y
365,IDCJAC0010,70014,1940,1,1,26.8,1.0,Y
366,IDCJAC0010,70014,1940,1,2,29.8,1.0,Y
367,IDCJAC0010,70014,1940,1,3,34.3,1.0,Y
368,IDCJAC0010,70014,1940,1,4,35.7,1.0,Y
369,IDCJAC0010,70014,1940,1,5,34.1,1.0,Y
370,IDCJAC0010,70014,1940,1,6,25.4,1.0,Y
371,IDCJAC0010,70014,1940,1,7,21.6,1.0,Y
372,IDCJAC0010,70014,1940,1,8,26.1,1.0,Y
373,IDCJAC0010,70014,1940,1,9,30.6,1.0,Y
374,IDCJAC0010,70014,1940,1,10,30.2,1.0,Y
375,IDCJAC0010,70014,1940,1,11,30.6,1.0,Y
376,IDCJAC0010,70014,1940,1,12,29.0,1.0,Y
377,IDCJAC0010,70014,1940,1,13,29.0,1.0,Y
378,IDCJAC0010,70014,1940,1,14,29.9,1.0,Y
379,IDCJAC0010,70014,1940,1,15,32.3,1.0,Y
380,IDCJAC0010,70014,1940,1,16,30.4,1.0,Y
381,IDCJAC0010,70014,1940,1,17,28.9,1.0,Y
382,IDCJAC0010,70014,1940,1,18,27.7,1.0,Y
383,IDCJAC0010,70014,1940,1,19,28.0,1.0,Y
384,IDCJAC0010,70014,1940,1,20,25.6,1.0,Y
385,IDCJAC0010,70014,1940,1,21,28.7,1.0,Y
386,IDCJAC0010,70014,1940,1,22,17.3,1.0,Y
387,IDCJAC0010,70014,1940,1,23,20.1,1.0,Y
388,IDCJAC0010,70014,1940,1,24,26.3,1.0,Y
389,IDCJAC0010,70014,1940,1,25,34.4,1.0,Y
390,IDCJAC0010,70014,1940,1,26,28.8,1.0,Y
391,IDCJAC0010,70014,1940,1,27,31.6,1.0,Y
392,IDCJAC0010,70014,1940,1,28,35.7,1.0,Y
393,IDCJAC0010,70014,1940,1,29,26.9,1.0,Y
394,IDCJAC0010,70014,1940,1,30,28.6,1.0,Y
395,IDCJAC0010,70014,1940,1,31,28.6,1.0,Y
396,IDCJAC0010,70014,1940,2,1,26.7,1.0,Y
397,IDCJAC0010,70014,1940,2,2,28.9,1.0,Y
398,IDCJAC0010,70014,1940,2,3,31.2,1.0,Y
399,IDCJAC0010,70014,1940,2,4,32.2,1.0,Y
400,IDCJAC0010,70014,1940,2,5,26.1,1.0,Y
401,IDCJAC0010,70014,1940,2,6,26.3,1.0,Y
402,IDCJAC0010,70014,1940,2,7,28.2,1.0,Y
403,IDCJAC0010,70014,1940,2,8,31.1,1.0,Y
404,IDCJAC0010,70014,1940,2,9,33.7,1.0,Y
405,IDCJAC0010,70014,1940,2,10,33.8,1.0,Y
406,IDCJAC0010,70014,1940,2,11,31.9,1.0,Y
407,IDCJAC0010,70014,1940,2,12,28.4,1.0,Y
408,IDCJAC0010,70014,1940,2,13,30.6,1.0,Y
409,IDCJAC0010,70014,1940,2,14,34.4,1.0,Y
410,IDCJAC0010,70014,1940,2,15,36.1,1.0,Y
411,IDCJAC0010,70014,1940,2,16,32.9,1.0,Y
412,IDCJAC0010,70014,1940,2,17,27.9,1.0,Y
413,IDCJAC0010,70014,1940,2,18,31.0,1.0,Y
414,IDCJAC0010,70014,1940,2,19,30.5,1.0,Y
415,IDCJAC0010,70014,1940,2,20,29.4,1.0,Y
416,IDCJAC0010,70014,1940,2,21,31.4,1.0,Y
417,IDCJAC0010,70014,1940,2,22,33.8,1.0,Y
418,IDCJAC0010,70014,1940,2,23,26.8,1.0,Y
419,IDCJAC0010,70014,1940,2,24,28.9,1.0,Y
420,IDCJAC0010,70014,1940,2,25,29.3,1.0,Y
421,IDCJAC0010,70014,1940,2,26,29.4,1.0,Y
422,IDCJAC0010,70014,1940,2,27,26.9,1.0,Y
423,IDCJAC0010,70014,1940,2,28,18.5,1.0,Y
424,IDCJAC0010,70014,1940,2,29,19.4,1.0,Y
425,IDCJAC0010,70014,1940,3,1,22.7,1.0,Y
426,IDCJAC0010,70014,1940,3,2,26.8,1.0,Y
427,IDCJAC0010,70014,1940,3,3,27.2,1.0,Y
428,IDCJAC0010,70014,1940,3,4,26.0,1.0,Y
429,IDCJAC0010,70014,1940,3,5,30.1,1.0,Y
430,IDCJAC0010,70014,1940,3,6,23.2,1.0,Y
431,IDCJAC0010,70014,1940,3,7,31.2,1.0,Y
432,IDCJAC0010,70014,1940,3,8,34.5,1.0,Y
433,IDCJAC0010,70014,1940,3,9,36.4,1.0,Y
434,IDCJAC0010,70014,1940,3,10,31.1,1.0,Y
435,IDCJAC0010,70014,1940,3,11,34.0,1.0,Y
436,IDCJAC0010,70014,1940,3,12,35.6,1.0,Y
437,IDCJAC0010,70014,1940,3,13,35.4,1.0,Y
438,IDCJAC0010,70014,1940,3,14,33.4,1.0,Y
439,IDCJAC0010,70014,1940,3,15,25.6,1.0,Y
440,IDCJAC0010,70014,1940,3,16,31.7,1.0,Y
441,IDCJAC0010,70014,1940,3,17,31.1,1.0,Y
442,IDCJAC0010,70014,1940,3,18,26.0,1.0,Y
443,IDCJAC0010,70014,1940,3,19,28.9,1.0,Y
444,IDCJAC0010,70014,1940,3,20,17.5,1.0,Y
445,IDCJAC0010,70014,1940,3,21,24.6,1.0,Y
446,IDCJAC0010,70014,1940,3,22,26.1,1.0,Y
447,IDCJAC0010,70014,1940,3,23,29.3,1.0,Y
448,IDCJAC0010,70014,1940,3,24,30.8,1.0,Y
449,IDCJAC0010,70014,1940,3,25,31.9,1.0,Y
450,IDCJAC0010,70014,1940,3,26,28.9,1.0,Y
451,IDCJAC0010,70014,1940,3,27,32.2,1.0,Y
452,IDCJAC0010,70014,1940,3,28,34.3,1.0,Y
453,IDCJAC0010,70014,1940,3,29,34.3,1.0,Y
454,IDCJAC0010,70014,1940,3,30,34.2,1.0,Y
455,IDCJAC0010,70014,1940,3,31,31.6,1.0,Y
456,IDCJAC0010,70014,1940,4,1,16.6,1.0,Y
457,IDCJAC0010,70014,1940,4,2,19.7,1.0,Y
458,IDCJAC0010,70014,1940,4,3,22.3,1.0,Y
459,IDCJAC0010,70014,1940,4,4,17.8,1.0,Y
460,IDCJAC0010,70014,1940,4,5,21.1,1.0,Y
461,IDCJAC0010,70014,1940,4,6,24.7,1.0,Y
462,IDCJAC0010,70014,1940,4,7,21.3,1.0,Y
463,IDCJAC0010,70014,1940,4,8,22.2,1.0,Y
464,IDCJAC0010,70014,1940,4,9,21.7,1.0,Y
465,IDCJAC0010,70014,1940,4,10,22.8,1.0,Y
466,IDCJAC0010,70014,1940,4,11,25.6,1.0,Y
467,IDCJAC0010,70014,1940,4,12,23.7,1.0,Y
468,IDCJAC0010,70014,1940,4,13,16.1,1.0,Y
469,IDCJAC0010,70014,1940,4,14,12.8,1.0,Y
470,IDCJAC0010,70014,1940,4,15,10.0,1.0,Y
471,IDCJAC0010,70014,1940,4,16,13.1,1.0,Y
472,IDCJAC0010,70014,1940,4,17,14.5,1.0,Y
473,IDCJAC0010,70014,1940,4,18,17.3,1.0,Y
474,IDCJAC0010,70014,1940,4,19,17.5,1.0,Y
475,IDCJAC0010,70014,1940,4,20,17.8,1.0,Y
476,IDCJAC0010,70014,1940,4,21,20.2,1.0,Y
477,IDCJAC0010,70014,1940,4,22,21.1,1.0,Y
478,IDCJAC0010,70014,1940,4,23,21.9,1.0,Y
479,IDCJAC0010,70014,1940,4,24,20.6,1.0,Y
480,IDCJAC0010,70014,1940,4,25,18.2,1.0,Y
481,IDCJAC0010,70014,1940,4,26,16.1,1.0,Y
482,IDCJAC0010,70014,1940,4,27,14.2,1.0,Y
483,IDCJAC0010,70014,1940,4,28,13.8,1.0,Y
484,IDCJAC0010,70014,1940,4,29,14.7,1.0,Y
485,IDCJAC0010,70014,1940,4,30,17.7,1.0,Y
486,IDCJAC0010,70014,1940,5,1,10.4,1.0,Y
487,IDCJAC0010,70014,1940,5,2,17.0,1.0,Y
488,IDCJAC0010,70014,1940,5,3,14.0,1.0,Y
489,IDCJAC0010,70014,1940,5,4,16.7,1.0,Y
490,IDCJAC0010,70014,1940,5,5,15.1,1.0,Y
491,IDCJAC0010,70014,1940,5,6,16.6,1.0,Y
492,IDCJAC0010,70014,1940,5,7,13.8,1.0,Y
493,IDCJAC0010,70014,1940,5,8,13.9,1.0,Y
494,IDCJAC0010,70014,1940,5,9,15.3,1.0,Y
