,Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
309,IDCJAC0010,70351,2008,11,5,21.0,1.0,Y
310,IDCJAC0010,70351,2008,11,6,26.4,1.0,Y
311,IDCJAC0010,70351,2008,11,7,21.2,1.0,Y
312,IDCJAC0010,70351,2008,11,8,18.9,1.0,Y
313,IDCJAC0010,70351,2008,11,9,23.3,1.0,Y
314,IDCJAC0010,70351,2008,11,10,26.8,1.0,Y
315,IDCJAC0010,70351,2008,11,11,27.7,1.0,Y
316,IDCJAC0010,70351,2008,11,12,30.3,1.0,Y
317,IDCJAC0010,70351,2008,11,13,31.1,1.0,Y
318,IDCJAC0010,70351,2008,11,14,33.6,1.0,Y
319,IDCJAC0010,70351,2008,11,15,27.9,1.0,Y
320,IDCJAC0010,70351,2008,11,16,24.7,1.0,Y
321,IDCJAC0010,70351,2008,11,17,24.8,1.0,Y
322,IDCJAC0010,70351,2008,11,18,22.0,1.0,Y
323,IDCJAC0010,70351,2008,11,19,22.7,1.0,Y
324,IDCJAC0010,70351,2008,11,20,23.1,1.0,Y
325,IDCJAC0010,70351,2008,11,21,23.2,1.0,Y
326,IDCJAC0010,70351,2008,11,22,13.0,1.0,Y
327,IDCJAC0010,70351,2008,11,23,16.3,1.0,Y
328,IDCJAC0010,70351,2008,11,24,22.4,1.0,Y
329,IDCJAC0010,70351,2008,11,25,19.7,1.0,Y
330,IDCJAC0010,70351,2008,11,26,21.5,1.0,Y
331,IDCJAC0010,70351,2008,11,27,28.9,1.0,Y
332,IDCJAC0010,70351,2008,11,28,26.3,1.0,Y
333,IDCJAC0010,70351,2008,11,29,23.7,1.0,Y
334,IDCJAC0010,70351,2008,11,30,21.4,1.0,Y
335,IDCJAC0010,70351,2008,12,1,25.1,1.0,Y
336,IDCJAC0010,70351,2008,12,2,24.7,1.0,Y
337,IDCJAC0010,70351,2008,12,3,25.9,1.0,Y
338,IDCJAC0010,70351,2008,12,4,24.6,1.0,Y
339,IDCJAC0010,70351,2008,12,5,29.5,1.0,Y
340,IDCJAC0010,70351,2008,12,6,29.3,1.0,Y
341,IDCJAC0010,70351,2008,12,7,26.5,1.0,Y
342,IDCJAC0010,70351,2008,12,8,26.9,1.0,Y
343,IDCJAC0010,70351,2008,12,9,29.2,1.0,Y
344,IDCJAC0010,70351,2008,12,10,24.2,1.0,Y
345,IDCJAC0010,70351,2008,12,11,22.5,1.0,Y
346,IDCJAC0010,70351,2008,12,12,21.8,1.0,Y
347,IDCJAC0010,70351,2008,12,13,23.6,1.0,Y
348,IDCJAC0010,70351,2008,12,14,19.8,1.0,Y
349,IDCJAC0010,70351,2008,12,15,24.3,1.0,Y
350,IDCJAC0010,70351,2008,12,16,24.7,1.0,Y
351,IDCJAC0010,70351,2008,12,17,25.5,1.0,Y
352,IDCJAC0010,70351,2008,12,18,25.0,1.0,Y
353,IDCJAC0010,70351,2008,12,19,21.6,1.0,Y
354,IDCJAC0010,70351,2008,12,20,21.3,1.0,Y
355,IDCJAC0010,70351,2008,12,21,24.8,1.0,Y
356,IDCJAC0010,70351,2008,12,22,28.9,1.0,Y
357,IDCJAC0010,70351,2008,12,23,26.1,1.0,Y
358,IDCJAC0010,70351,2008,12,24,20.3,1.0,Y
359,IDCJAC0010,70351,2008,12,25,28.8,1.0,Y
360,IDCJAC0010,70351,2008,12,26,30.7,1.0,Y
361,IDCJAC0010,70351,2008,12,27,28.9,1.0,Y
362,IDCJAC0010,70351,2008,12,28,29.7,1.0,Y
363,IDCJAC0010,70351,2008,12,29,27.0,1.0,Y
364,IDCJAC0010,70351,2008,12,30,21.6,1.0,Y
365,IDCJAC0010,70351,2008,12,31,23.8,1.0,Y
366,IDCJAC0010,70351,2009,1,1,26.9,1.0,Y
367,IDCJAC0010,70351,2009,1,2,24.5,1.0,Y
368,IDCJAC0010,70351,2009,1,3,25.8,1.0,Y
369,IDCJAC0010,70351,2009,1,4,30.7,1.0,Y
370,IDCJAC0010,70351,2009,1,5,31.6,1.0,Y
371,IDCJAC0010,70351,2009,1,6,34.6,1.0,Y
372,IDCJAC0010,70351,2009,1,7,36.5,1.0,Y
373,IDCJAC0010,70351,2009,1,8,27.1,1.0,Y
374,IDCJAC0010,70351,2009,1,9,21.9,1.0,Y
375,IDCJAC0010,70351,2009,1,10,24.9,1.0,Y
376,IDCJAC0010,70351,2009,1,11,29.6,1.0,Y
377,IDCJAC0010,70351,2009,1,12,27.8,1.0,Y
378,IDCJAC0010,70351,2009,1,13,33.9,1.0,Y
379,IDCJAC0010,70351,2009,1,14,37.8,1.0,Y
380,IDCJAC0010,70351,2009,1,15,38.2,1.0,Y
381,IDCJAC0010,70351,2009,1,16,29.8,1.0,Y
382,IDCJAC0010,70351,2009,1,17,25.5,1.0,Y
383,IDCJAC0010,70351,2009,1,18,29.4,1.0,Y
384,IDCJAC0010,70351,2009,1,19,33.5,1.0,Y
385,IDCJAC0010,70351,2009,1,20,34.5,1.0,Y
386,IDCJAC0010,70351,2009,1,21,34.2,1.0,Y
387,IDCJAC0010,70351,2009,1,22,29.8,1.0,Y
388,IDCJAC0010,70351,2009,1,23,31.8,1.0,Y
389,IDCJAC0010,70351,2009,1,24,29.3,1.0,Y
390,IDCJAC0010,70351,2009,1,25,27.6,1.0,Y
391,IDCJAC0010,70351,2009,1,26,31.4,1.0,Y
392,IDCJAC0010,70351,2009,1,27,32.1,1.0,Y
393,IDCJAC0010,70351,2009,1,28,35.3,1.0,Y
394,IDCJAC0010,70351,2009,1,29,37.5,1.0,Y
395,IDCJAC0010,70351,2009,1,30,37.4,1.0,Y
396,IDCJAC0010,70351,2009,1,31,38.7,1.0,Y
397,IDCJAC0010,70351,2009,2,1,32.9,1.0,Y
398,IDCJAC0010,70351,2009,2,2,35.1,1.0,Y
399,IDCJAC0010,70351,2009,2,3,31.8,1.0,Y
400,IDCJAC0010,70351,2009,2,4,34.1,1.0,Y
401,IDCJAC0010,70351,2009,2,5,37.8,1.0,Y
402,IDCJAC0010,70351,2009,2,6,40.3,1.0,Y
403,IDCJAC0010,70351,2009,2,7,40.3,1.0,Y
404,IDCJAC0010,70351,2009,2,8,40.3,1.0,Y
405,IDCJAC0010,70351,2009,2,9,26.8,1.0,Y
406,IDCJAC0010,70351,2009,2,10,23.7,1.0,Y
407,IDCJAC0010,70351,2009,2,11,23.5,1.0,Y
408,IDCJAC0010,70351,2009,2,12,16.9,1.0,Y
409,IDCJAC0010,70351,2009,2,13,19.5,1.0,Y
410,IDCJAC0010,70351,2009,2,14,20.1,1.0,Y
411,IDCJAC0010,70351,2009,2,15,23.0,1.0,Y
412,IDCJAC0010,70351,2009,2,16,21.6,1.0,Y
413,IDCJAC0010,70351,2009,2,17,21.3,1.0,Y
414,IDCJAC0010,70351,2009,2,18,25.3,1.0,Y
415,IDCJAC0010,70351,2009,2,19,31.4,1.0,Y
416,IDCJAC0010,70351,2009,2,20,30.2,1.0,Y
417,IDCJAC0010,70351,2009,2,21,27.9,1.0,Y
418,IDCJAC0010,70351,2009,2,22,28.2,1.0,Y
419,IDCJAC0010,70351,2009,2,23,31.0,1.0,Y
420,IDCJAC0010,70351,2009,2,24,32.1,1.0,Y
421,IDCJAC0010,70351,2009,2,25,32.4,1.0,Y
422,IDCJAC0010,70351,2009,2,26,27.0,1.0,Y
423,IDCJAC0010,70351,2009,2,27,30.5,1.0,Y
424,IDCJAC0010,70351,2009,2,28,34.9,1.0,Y
425,IDCJAC0010,70351,2009,3,1,29.4,1.0,Y
426,IDCJAC0010,70351,2009,3,2,27.8,1.0,Y
427,IDCJAC0010,70351,2009,3,3,26.5,1.0,Y
428,IDCJAC0010,70351,2009,3,4,22.8,1.0,Y
429,IDCJAC0010,70351,2009,3,5,22.2,1.0,Y
430,IDCJAC0010,70351,2009,3,6,24.1,1.0,Y
431,IDCJAC0010,70351,2009,3,7,27.9,1.0,Y
432,IDCJAC0010,70351,2009,3,8,24.8,1.0,Y
433,IDCJAC0010,70351,2009,3,9,26.6,1.0,Y
434,IDCJAC0010,70351,2009,3,10,28.2,1.0,Y
435,IDCJAC0010,70351,2009,3,11,26.2,1.0,Y
436,IDCJAC0010,70351,2009,3,12,28.7,1.0,Y
437,IDCJAC0010,70351,2009,3,13,25.6,1.0,Y
438,IDCJAC0010,70351,2009,3,14,27.7,1.0,Y
439,IDCJAC0010,70351,2009,3,15,21.7,1.0,Y
440,IDCJAC0010,70351,2009,3,16,21.9,1.0,Y
441,IDCJAC0010,70351,2009,3,17,24.5,1.0,Y
442,IDCJAC0010,70351,2009,3,18,27.4,1.0,Y
443,IDCJAC0010,70351,2009,3,19,29.1,1.0,Y
444,IDCJAC0010,70351,2009,3,20,30.6,1.0,Y
445,IDCJAC0010,70351,2009,3,21,30.1,1.0,Y
446,IDCJAC0010,70351,2009,3,22,30.7,1.0,Y
447,IDCJAC0010,70351,2009,3,23,31.2,1.0,Y
448,IDCJAC0010,70351,2009,3,24,32.4,1.0,Y
449,IDCJAC0010,70351,2009,3,25,31.9,1.0,Y
450,IDCJAC0010,70351,2009,3,26,28.9,1.0,Y
451,IDCJAC0010,70351,2009,3,27,25.4,1.0,Y
452,IDCJAC0010,70351,2009,3,28,27.6,1.0,Y
453,IDCJAC0010,70351,2009,3,29,29.9,1.0,Y
454,IDCJAC0010,70351,2009,3,30,24.5,1.0,Y
455,IDCJAC0010,70351,2009,3,31,23.2,1.0,Y
456,IDCJAC0010,70351,2009,4,1,21.6,1.0,Y
457,IDCJAC0010,70351,2009,4,2,23.5,1.0,Y
458,IDCJAC0010,70351,2009,4,3,29.3,1.0,Y
459,IDCJAC0010,70351,2009,4,4,21.4,1.0,Y
460,IDCJAC0010,70351,2009,4,5,22.4,1.0,Y
461,IDCJAC0010,70351,2009,4,6,21.1,1.0,Y
462,IDCJAC0010,70351,2009,4,7,21.1,1.0,Y
463,IDCJAC0010,70351,2009,4,8,22.0,1.0,Y
464,IDCJAC0010,70351,2009,4,9,23.6,1.0,Y
465,IDCJAC0010,70351,2009,4,10,22.0,1.0,Y
466,IDCJAC0010,70351,2009,4,11,24.2,1.0,Y
467,IDCJAC0010,70351,2009,4,12,23.7,1.0,Y
468,IDCJAC0010,70351,2009,4,13,20.4,1.0,Y
469,IDCJAC0010,70351,2009,4,14,22.1,1.0,Y
470,IDCJAC0010,70351,2009,4,15,23.4,1.0,Y
471,IDCJAC0010,70351,2009,4,16,19.5,1.0,Y
472,IDCJAC0010,70351,2009,4,17,20.9,1.0,Y
473,IDCJAC0010,70351,2009,4,18,22.2,1.0,Y
474,IDCJAC0010,70351,2009,4,19,20.1,1.0,Y
475,IDCJAC0010,70351,2009,4,20,17.7,1.0,Y
476,IDCJAC0010,70351,2009,4,21,17.9,1.0,Y
477,IDCJAC0010,70351,2009,4,22,19.2,1.0,Y
478,IDCJAC0010,70351,2009,4,23,19.9,1.0,Y
479,IDCJAC0010,70351,2009,4,24,16.8,1.0,Y
480,IDCJAC0010,70351,2009,4,25,15.2,1.0,Y
481,IDCJAC0010,70351,2009,4,26,11.9,1.0,Y
482,IDCJAC0010,70351,2009,4,27,11.1,1.0,Y
483,IDCJAC0010,70351,2009,4,28,14.2,1.0,Y
484,IDCJAC0010,70351,2009,4,29,13.0,1.0,Y
485,IDCJAC0010,70351,2009,4,30,16.4,1.0,Y
486,IDCJAC0010,70351,2009,5,1,16.6,1.0,Y
487,IDCJAC0010,70351,2009,5,2,18.0,1.0,Y
488,IDCJAC0010,70351,2009,5,3,18.6,1.0,Y
489,IDCJAC0010,70351,2009,5,4,19.1,1.0,Y
490,IDCJAC0010,70351,2009,5,5,18.3,1.0,Y
491,IDCJAC0010,70351,2009,5,6,17.3,1.0,Y
492,IDCJAC0010,70351,2009,5,7,17.3,1.0,Y
493,IDCJAC0010,70351,2009,5,8,17.6,1.0,Y
494,IDCJAC0010,70351,2009,5,9,19.9,1.0,Y
495,IDCJAC0010,70351,2009,5,10,17.3,1.0,Y
496,IDCJAC0010,70351,2009,5,11,16.6,1.0,Y
497,IDCJAC0010,70351,2009,5,12,16.7,1.0,Y
498,IDCJAC0010,70351,2009,5,13,16.0,1.0,Y
499,IDCJAC0010,70351,2009,5,14,13.9,1.0,Y
500,IDCJAC0010,70351,2009,5,15,14.2,1.0,Y
501,IDCJAC0010,70351,2009,5,16,15.9,1.0,Y
502,IDCJAC0010,70351,2009,5,17,16.4,1.0,Y
503,IDCJAC0010,70351,2009,5,18,17.1,1.0,Y
504,IDCJAC0010,70351,2009,5,19,18.4,1.0,Y
505,IDCJAC0010,70351,2009,5,20,16.2,1.0,Y
506,IDCJAC0010,70351,2009,5,21,16.9,1.0,Y
507,IDCJAC0010,70351,2009,5,22,15.9,1.0,Y
508,IDCJAC0010,70351,2009,5,23,18.2,1.0,Y
509,IDCJAC0010,70351,2009,5,24,18.4,1.0,Y
510,IDCJAC0010,70351,2009,5,25,18.6,1.0,Y
511,IDCJAC0010,70351,2009,5,26,14.4,1.0,Y
512,IDCJAC0010,70351,2009,5,27,17.3,1.0,Y
513,IDCJAC0010,70351,2009,5,28,15.1,1.0,Y
514,IDCJAC0010,70351,2009,5,29,12.7,1.0,Y
515,IDCJAC0010,70351,2009,5,30,14.1,1.0,Y
516,IDCJAC0010,70351,2009,5,31,14.2,1.0,Y
517,IDCJAC0010,70351,2009,6,1,13.1,1.0,Y
518,IDCJAC0010,70351,2009,6,2,15.9,1.0,Y
519,IDCJAC0010,70351,2009,6,3,14.5,1.0,Y
520,IDCJAC0010,70351,2009,6,4,13.2,1.0,Y
521,IDCJAC0010,70351,2009,6,5,15.5,1.0,Y
522,IDCJAC0010,70351,2009,6,6,13.1,1.0,Y
523,IDCJAC0010,70351,2009,6,7,11.6,1.0,Y
524,IDCJAC0010,70351,2009,6,8,12.7,1.0,Y
525,IDCJAC0010,70351,2009,6,9,9.3,1.0,Y
526,IDCJAC0010,70351,2009,6,10,9.5,1.0,Y
527,IDCJAC0010,70351,2009,6,11,9.1,1.0,Y
528,IDCJAC0010,70351,2009,6,12,4.1,1.0,Y
529,IDCJAC0010,70351,2009,6,13,12.1,1.0,Y
530,IDCJAC0010,70351,2009,6,14,14.0,1.0,Y
531,IDCJAC0010,70351,2009,6,15,12.9,1.0,Y
532,IDCJAC0010,70351,2009,6,16,13.2,1.0,Y
533,IDCJAC0010,70351,2009,6,17,14.4,1.0,Y
534,IDCJAC0010,70351,2009,6,18,13.1,1.0,Y
535,IDCJAC0010,70351,2009,6,19,15.0,1.0,Y
536,IDCJAC0010,70351,2009,6,20,15.0,1.0,Y
537,IDCJAC0010,70351,2009,6,21,13.7,1.0,Y
538,IDCJAC0010,70351,2009,6,22,13.1,1.0,Y
539,IDCJAC0010,70351,2009,6,23,10.5,1.0,Y
540,IDCJAC0010,70351,2009,6,24,13.4,1.0,Y
541,IDCJAC0010,70351,2009,6,25,12.8,1.0,Y
542,IDCJAC0010,70351,2009,6,26,12.8,1.0,Y
543,IDCJAC0010,70351,2009,6,27,15.2,1.0,Y
544,IDCJAC0010,70351,2009,6,28,14.5,1.0,Y
545,IDCJAC0010,70351,2009,6,29,13.6,1.0,Y
546,IDCJAC0010,70351,2009,6,30,17.0,1.0,Y
547,IDCJAC0010,70351,2009,7,1,13.2,1.0,Y
548,IDCJAC0010,70351,2009,7,2,11.2,1.0,Y
549,IDCJAC0010,70351,2009,7,3,10.8,1.0,Y
550,IDCJAC0010,70351,2009,7,4,11.4,1.0,Y
551,IDCJAC0010,70351,2009,7,5,11.8,1.0,Y
552,IDCJAC0010,70351,2009,7,6,9.0,1.0,Y
553,IDCJAC0010,70351,2009,7,7,10.8,1.0,Y
554,IDCJAC0010,70351,2009,7,8,11.0,1.0,Y
555,IDCJAC0010,70351,2009,7,9,13.1,1.0,Y
556,IDCJAC0010,70351,2009,7,10,14.0,1.0,Y
557,IDCJAC0010,70351,2009,7,11,13.5,1.0,Y
558,IDCJAC0010,70351,2009,7,12,15.1,1.0,Y
559,IDCJAC0010,70351,2009,7,13,13.2,1.0,Y
560,IDCJAC0010,70351,2009,7,14,11.0,1.0,Y
561,IDCJAC0010,70351,2009,7,15,11.6,1.0,Y
562,IDCJAC0010,70351,2009,7,16,10.4,1.0,Y
563,IDCJAC0010,70351,2009,7,17,13.8,1.0,Y
564,IDCJAC0010,70351,2009,7,18,12.3,1.0,Y
565,IDCJAC0010,70351,2009,7,19,13.9,1.0,Y
566,IDCJAC0010,70351,2009,7,20,14.4,1.0,Y
567,IDCJAC0010,70351,2009,7,21,16.7,1.0,Y
568,IDCJAC0010,70351,2009,7,22,18.1,1.0,Y
569,IDCJAC0010,70351,2009,7,23,10.8,1.0,Y
570,IDCJAC0010,70351,2009,7,24,11.3,1.0,Y
571,IDCJAC0010,70351,2009,7,25,12.1,1.0,Y
572,IDCJAC0010,70351,2009,7,26,11.5,1.0,Y
573,IDCJAC0010,70351,2009,7,27,12.3,1.0,Y
574,IDCJAC0010,70351,2009,7,28,12.4,1.0,Y
575,IDCJAC0010,70351,2009,7,29,14.0,1.0,Y
576,IDCJAC0010,70351,2009,7,30,12.7,1.0,Y
577,IDCJAC0010,70351,2009,7,31,14.3,1.0,Y
578,IDCJAC0010,70351,2009,8,1,13.7,1.0,Y
579,IDCJAC0010,70351,2009,8,2,12.4,1.0,Y
580,IDCJAC0010,70351,2009,8,3,15.9,1.0,Y
581,IDCJAC0010,70351,2009,8,4,13.4,1.0,Y
582,IDCJAC0010,70351,2009,8,5,13.2,1.0,Y
583,IDCJAC0010,70351,2009,8,6,15.8,1.0,Y
584,IDCJAC0010,70351,2009,8,7,15.2,1.0,Y
585,IDCJAC0010,70351,2009,8,8,13.7,1.0,Y
586,IDCJAC0010,70351,2009,8,9,13.5,1.0,Y
587,IDCJAC0010,70351,2009,8,10,15.2,1.0,Y
588,IDCJAC0010,70351,2009,8,11,15.5,1.0,Y
589,IDCJAC0010,70351,2009,8,12,12.9,1.0,Y
590,IDCJAC0010,70351,2009,8,13,15.5,1.0,Y
591,IDCJAC0010,70351,2009,8,14,15.0,1.0,Y
592,IDCJAC0010,70351,2009,8,15,17.7,1.0,Y
593,IDCJAC0010,70351,2009,8,16,15.2,1.0,Y
594,IDCJAC0010,70351,2009,8,17,13.7,1.0,Y
595,IDCJAC0010,70351,2009,8,18,15.1,1.0,Y
596,IDCJAC0010,70351,2009,8,19,16.2,1.0,Y
597,IDCJAC0010,70351,2009,8,20,17.9,1.0,Y
598,IDCJAC0010,70351,2009,8,21,12.4,1.0,Y
599,IDCJAC0010,70351,2009,8,22,13.9,1.0,Y
600,IDCJAC0010,70351,2009,8,23,18.9,1.0,Y
601,IDCJAC0010,70351,2009,8,24,14.9,1.0,Y
602,IDCJAC0010,70351,2009,8,25,10.9,1.0,Y
603,IDCJAC0010,70351,2009,8,26,11.3,1.0,Y
604,IDCJAC0010,70351,2009,8,27,16.1,1.0,Y
605,IDCJAC0010,70351,2009,8,28,18.7,1.0,Y
606,IDCJAC0010,70351,2009,8,29,17.5,1.0,Y
607,IDCJAC0010,70351,2009,8,30,11.2,1.0,Y
608,IDCJAC0010,70351,2009,8,31,13.4,1.0,Y
609,IDCJAC0010,70351,2009,9,1,15.3,1.0,Y
610,IDCJAC0010,70351,2009,9,2,16.3,1.0,Y
611,IDCJAC0010,70351,2009,9,3,17.6,1.0,Y
612,IDCJAC0010,70351,2009,9,4,18.9,1.0,Y
613,IDCJAC0010,70351,2009,9,5,15.8,1.0,Y
614,IDCJAC0010,70351,2009,9,6,16.1,1.0,Y
615,IDCJAC0010,70351,2009,9,7,12.0,1.0,Y
616,IDCJAC0010,70351,2009,9,8,14.9,1.0,Y
617,IDCJAC0010,70351,2009,9,9,13.7,1.0,Y
618,IDCJAC0010,70351,2009,9,10,14.4,1.0,Y
619,IDCJAC0010,70351,2009,9,11,17.6,1.0,Y
620,IDCJAC0010,70351,2009,9,12,22.4,1.0,Y
621,IDCJAC0010,70351,2009,9,13,25.2,1.0,Y
622,IDCJAC0010,70351,2009,9,14,19.6,1.0,Y
623,IDCJAC0010,70351,2009,9,15,19.1,1.0,Y
624,IDCJAC0010,70351,2009,9,16,23.6,1.0,Y
625,IDCJAC0010,70351,2009,9,17,23.4,1.0,Y
626,IDCJAC0010,70351,2009,9,18,20.4,1.0,Y
627,IDCJAC0010,70351,2009,9,19,19.9,1.0,Y
628,IDCJAC0010,70351,2009,9,20,22.6,1.0,Y
629,IDCJAC0010,70351,2009,9,21,20.4,1.0,Y
630,IDCJAC0010,70351,2009,9,22,21.2,1.0,Y
631,IDCJAC0010,70351,2009,9,23,14.4,1.0,Y
632,IDCJAC0010,70351,2009,9,24,16.1,1.0,Y
633,IDCJAC0010,70351,2009,9,25,19.8,1.0,Y
634,IDCJAC0010,70351,2009,9,26,10.6,1.0,Y
635,IDCJAC0010,70351,2009,9,27,9.2,1.0,Y
636,IDCJAC0010,70351,2009,9,28,14.7,1.0,Y
637,IDCJAC0010,70351,2009,9,29,15.7,1.0,Y
638,IDCJAC0010,70351,2009,9,30,19.3,1.0,Y
639,IDCJAC0010,70351,2009,10,1,25.6,1.0,Y
640,IDCJAC0010,70351,2009,10,2,17.3,1.0,Y
641,IDCJAC0010,70351,2009,10,3,11.6,1.0,Y
642,IDCJAC0010,70351,2009,10,4,12.4,1.0,Y
643,IDCJAC0010,70351,2009,10,5,16.3,1.0,Y
644,IDCJAC0010,70351,2009,10,6,16.2,1.0,Y
645,IDCJAC0010,70351,2009,10,7,11.0,1.0,Y
646,IDCJAC0010,70351,2009,10,8,13.9,1.0,Y
647,IDCJAC0010,70351,2009,10,9,15.7,1.0,Y
648,IDCJAC0010,70351,2009,10,10,15.8,1.0,Y
649,IDCJAC0010,70351,2009,10,11,17.4,1.0,Y
650,IDCJAC0010,70351,2009,10,12,15.2,1.0,Y
651,IDCJAC0010,70351,2009,10,13,15.6,1.0,Y
652,IDCJAC0010,70351,2009,10,14,14.5,1.0,Y
653,IDCJAC0010,70351,2009,10,15,14.1,1.0,Y
654,IDCJAC0010,70351,2009,10,16,16.0,1.0,Y
655,IDCJAC0010,70351,2009,10,17,17.0,1.0,Y
656,IDCJAC0010,70351,2009,10,18,18.5,1.0,Y
657,IDCJAC0010,70351,2009,10,19,20.8,1.0,Y
658,IDCJAC0010,70351,2009,10,20,25.0,1.0,Y
659,IDCJAC0010,70351,2009,10,21,29.1,1.0,Y
660,IDCJAC0010,70351,2009,10,22,26.8,1.0,Y
661,IDCJAC0010,70351,2009,10,23,24.7,1.0,Y
662,IDCJAC0010,70351,2009,10,24,26.1,1.0,Y
663,IDCJAC0010,70351,2009,10,25,18.8,1.0,Y
664,IDCJAC0010,70351,2009,10,26,15.3,1.0,Y
665,IDCJAC0010,70351,2009,10,27,19.5,1.0,Y
666,IDCJAC0010,70351,2009,10,28,25.0,1.0,Y
667,IDCJAC0010,70351,2009,10,29,20.8,1.0,Y
668,IDCJAC0010,70351,2009,10,30,28.4,1.0,Y
669,IDCJAC0010,70351,2009,10,31,28.8,1.0,Y
670,IDCJAC0010,70351,2009,11,1,32.2,1.0,Y
671,IDCJAC0010,70351,2009,11,2,33.4,1.0,Y
672,IDCJAC0010,70351,2009,11,3,32.1,1.0,Y
673,IDCJAC0010,70351,2009,11,4,25.0,1.0,Y
674,IDCJAC0010,70351,2009,11,5,19.1,1.0,Y
675,IDCJAC0010,70351,2009,11,6,20.8,1.0,Y
676,IDCJAC0010,70351,2009,11,7,25.1,1.0,Y
678,IDCJAC0010,70351,2009,11,9,31.7,1.0,Y
679,IDCJAC0010,70351,2009,11,10,33.2,1.0,Y
680,IDCJAC0010,70351,2009,11,11,33.7,1.0,Y
681,IDCJAC0010,70351,2009,11,12,35.5,1.0,Y
682,IDCJAC0010,70351,2009,11,13,27.0,1.0,Y
683,IDCJAC0010,70351,2009,11,14,33.3,1.0,Y
684,IDCJAC0010,70351,2009,11,15,34.1,1.0,Y
685,IDCJAC0010,70351,2009,11,16,34.5,1.0,Y
686,IDCJAC0010,70351,2009,11,17,28.0,1.0,Y
687,IDCJAC0010,70351,2009,11,18,31.9,1.0,Y
688,IDCJAC0010,70351,2009,11,19,39.2,1.0,Y
689,IDCJAC0010,70351,2009,11,20,39.9,1.0,Y
690,IDCJAC0010,70351,2009,11,21,30.3,1.0,Y
691,IDCJAC0010,70351,2009,11,22,30.3,1.0,Y
692,IDCJAC0010,70351,2009,11,23,18.5,1.0,Y
693,IDCJAC0010,70351,2009,11,24,21.2,1.0,Y
694,IDCJAC0010,70351,2009,11,25,34.6,1.0,Y
695,IDCJAC0010,70351,2009,11,26,32.8,1.0,Y
696,IDCJAC0010,70351,2009,11,27,26.2,1.0,Y
697,IDCJAC0010,70351,2009,11,28,28.6,1.0,Y
